case_id,injured_hka_median_whole,injured_hka_iqr_whole,injured_hka_start_end_change_whole,contralateral_hka_start_end_change_whole,hka_bilateral_abs_median_whole,hka_bilateral_abs_max_whole,hka_bilateral_signed_change_whole,trunk_axis_range_whole,trunk_axis_change_whole,shoulder_pelvis_orientation_range_whole,upper_arm_orientation_change_whole,elbow_bilateral_abs_median_whole,phase_count_supported,strongest_transition_timing_normalized,strongest_transition_magnitude
christen_press_acl,153.04649206515268,22.9056541073123,34.73558575826752,18.325153300447568,10.00897794418188,51.15313489151225,11.173189846659028,55.401077657655776,-5.234370555554108,176.52573917714147,32.69244542003199,39.98707363035251,5.0,0.10322580645161283,0.9444349579695734
