frame_index,source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,human_target_unavailable,human_target_unavailable_reason,human_target_unavailable_note,human_target_unavailable_start_frame,human_target_unavailable_end_frame,valid_target_frame,valid_segment_id,backend_pose_count,selected_pose_index,multiple_pose_candidates,target_overlap_ambiguous_flag,identity_jump_flag,identity_uncertain_flag,pelvis_x,pelvis_y,shoulder_mid_x,shoulder_mid_y,pelvis_jump_px,shoulder_jump_px,body_scale_px,body_scale_relative_change,pose_bbox_x,pose_bbox_y,pose_bbox_width,pose_bbox_height,pose_centroid_x,pose_centroid_y,pose_scale_px,pose_scale_relative_change,roi_center_x,roi_center_y,roi_pose_centroid_distance_px,roi_pose_centroid_distance_fraction,pose_roi_overlap_fraction,pose_centroid_consistent_with_roi
0,0,0,0.0,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,904.1113128662109,465.76190185546875,882.2307167053223,390.27529525756836,,,78.5938182303295,,839.5390930175781,360.6904754638672,133.20541381835938,244.3246307373047,906.1417999267578,482.85279083251953,278.27721332412517,,920.0,486.42857142857144,14.312089859315135,0.02544123286477707,1.0,True
1,1,1,33.333333333333336,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,908.0700454711914,472.2603530883789,887.7183532714844,393.802791595459,7.609299065238991,6.523602187144096,81.05418145171122,0.022232617980747525,847.5606231689453,362.3659973144531,135.9193878173828,246.9267578125,915.5203170776367,485.8293762207031,281.8632713009007,0.03240475079516451,928.3116883116884,486.8831168831169,12.834700909290744,0.0228031380444287,1.0,True
2,2,2,66.66666666666667,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,908.9037170410156,471.84727478027344,885.8926010131836,392.7446975708008,0.9303988257518675,2.1101976859308222,82.38160706144868,0.01199503643310849,852.150276184082,363.2932434082031,133.05529022216797,246.38253784179688,918.677921295166,486.48451232910156,280.0144017893898,0.01670696797466699,936.6233766233764,487.3376623376623,17.9657238060119,0.03190149673457827,1.0,True
3,3,3,100.0,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,914.5750312805176,474.1239318847656,898.301872253418,395.71875762939453,6.111216963470727,12.760683600255538,80.07613286576955,0.02083299189792796,856.1422424316406,363.8517303466797,138.12152099609375,239.6852264404297,925.2030029296875,483.69434356689453,276.63434771567034,0.030543234560737872,944.9350649350648,487.7922077922078,20.15308319322772,0.03576424671041343,1.0,True
4,4,4,133.33333333333334,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,926.3431167602539,475.4170684814453,911.0775833129883,399.01356506347656,11.838920479336506,13.193731432210882,77.91361784674838,0.019541167693332043,863.8438262939453,368.828125,140.94468688964844,215.68246459960938,934.3161697387695,476.6693572998047,257.651567622211,0.171534387428133,953.2467532467532,488.2467532467533,22.190157477250263,0.03935437662079888,1.0,True
5,5,5,166.66666666666666,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,938.5449371337891,475.32173919677734,924.8229217529297,403.09444427490234,12.202192757883024,14.338336861950829,73.51922087348349,0.03970915688923559,876.1816177368164,369.60738372802734,133.79833221435547,217.95777130126953,943.0807838439941,478.5862693786621,255.74906407249966,0.017191622058142616,961.5584415584415,488.7012987012987,21.065081362531526,0.03733401947758027,1.0,True
6,6,6,200.0,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,949.4771118164062,478.5939178466797,938.6343002319336,402.7835922241211,11.4113801272297,13.81487620240468,76.58179962663935,0.02767442744353423,883.3997039794922,372.2267532348633,132.73098754882812,188.34703826904297,949.7651977539062,466.40027236938477,230.4172777384706,0.2289060100720034,969.8701298701299,489.1558441558442,30.364853741236228,0.05377813165913555,1.0,True
7,7,7,233.33333333333334,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,962.9033050537109,492.9088897705078,952.3841552734375,410.5634536743164,19.62603082707845,15.798251733866172,83.01459725838444,0.0581287880793994,891.4483184814453,374.6701126098633,124.87109375,221.4815902709961,953.8838653564453,485.4109077453613,254.25751686683853,0.2154279191399285,978.1818181818182,489.6103896103896,24.658186458836536,0.04363877762084856,1.0,True
8,8,8,266.6666666666667,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,961.8786506652832,490.3623809814453,952.7940979003906,407.2765655517578,2.7449268894629553,3.31235361753693,83.58098961219719,0.005118099929352466,885.8341102600098,374.71912384033203,131.29862594604492,226.24120330810547,951.4834232330322,487.83972549438477,261.5806018221132,0.06617370510023635,986.4935064935065,489.8051948051948,35.065210672646444,0.062054624279775324,1.0,True
9,9,9,300.0,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,973.1134376525879,500.62188720703125,965.8661613464355,411.6583251953125,15.214398004618761,13.78690176621667,89.25826785049463,0.051301676575865214,896.0401229858398,379.2845153808594,117.9631118774414,204.39443969726562,955.0216789245605,481.4817352294922,235.99233619541315,0.23122363784515954,994.8051948051949,489.4415584415584,40.57199676367968,0.07191165383149821,1.0,True
