source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,valid_segment_id,raw_pelvis_mid_x,raw_pelvis_mid_y,path_input_center_x,path_input_center_y,center_status,roi_center_x,roi_center_y,roi_x,roi_y,roi_width,roi_height,translation_camera_motion_status,translation_camera_motion_method,translation_background_dx_px,translation_background_dy_px,translation_background_feature_count,translation_camera_motion_residual_px,translation_affine_scale,translation_affine_inlier_fraction,affine_camera_motion_status,affine_camera_motion_method,affine_background_dx_px,affine_background_dy_px,affine_background_feature_count,affine_camera_motion_residual_px,affine_affine_scale,affine_affine_inlier_fraction,translation_raw_dx,translation_raw_dy,translation_compensated_dx,translation_compensated_dy,translation_compensated_x,translation_compensated_y,translation_projected_heading_deg,translation_normalized_projected_speed_per_s,translation_path_segment_id,translation_path_status,translation_path_rejection_reason,affine_raw_dx,affine_raw_dy,affine_compensated_dx,affine_compensated_dy,affine_compensated_x,affine_compensated_y,affine_projected_heading_deg,affine_normalized_projected_speed_per_s,affine_path_segment_id,affine_path_status,affine_path_rejection_reason,chosen_raw_dx,chosen_raw_dy,chosen_compensated_dx,chosen_compensated_dy,chosen_compensated_x,chosen_compensated_y,chosen_projected_heading_deg,chosen_normalized_projected_speed_per_s,chosen_path_segment_id,chosen_path_status,chosen_path_rejection_reason,chosen_path_validation_status,chosen_path_validation_reason
0,0,0.0,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,150.9490089416504,229.3396759033203,151.27592849731445,229.92022323608398,SUPPORTED,130.0,238.0,59.5,120.0,141.0,236.0,INSUFFICIENT_EVIDENCE,translation_median_sparse_flow,0.0,0.0,0.0,,,,INSUFFICIENT_EVIDENCE,partial_affine_ransac_sparse_flow,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,SUPPORTED,
1,1,33.333333333333336,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,151.6008186340332,230.1841697692871,151.2591152191162,229.79003143310547,SUPPORTED,132.375,238.625,59.25,120.25,146.25,236.75,SUPPORTED,translation_median_sparse_flow,1.0774993896484375,-0.2647857666015625,350.0,2.774033546447754,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.03258141757517695,0.21267032322272936,182.0,1.1236910293422402,1.0000102170380563,0.52,-0.016813278198242188,-0.13019180297851562,-1.0943126678466797,0.13459396362304688,-1.0943126678466797,0.13459396362304688,-172.98817486835495,0.4180051527593593,path_segment_001,SUPPORTED,,-0.016813278198242188,-0.13019180297851562,-0.35437513173093294,-0.10226871251740022,-0.35437513173093294,-0.10226871251740022,163.90244969131848,0.13983446028774113,path_segment_001,SUPPORTED,,-0.016813278198242188,-0.13019180297851562,-1.0943126678466797,0.13459396362304688,-1.0943126678466797,0.13459396362304688,-172.98817486835495,0.4180051527593593,path_segment_001,SUPPORTED,,SUPPORTED,
2,2,66.66666666666667,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,151.58913040161133,229.31776809692383,151.52729034423828,229.98528289794922,SUPPORTED,134.75,239.25,59.0,120.5,151.5,237.5,SUPPORTED,translation_median_sparse_flow,0.9376220703125,-0.1138916015625,349.0,3.0261034965515137,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.21662663521463627,0.7925571398932989,178.0,1.1528990224285225,1.0008936110012714,0.5100286532951289,0.2681751251220703,0.19525146484375,-0.6694469451904297,0.30914306640625,-1.7637596130371094,0.4437370300292969,-155.21303852463498,0.2795574120540389,path_segment_001,SUPPORTED,,0.2681751251220703,0.19525146484375,-0.37630921904278125,-0.32315087558166056,-0.7306843507737142,-0.4254195880990608,139.3460735555842,0.1880522148733463,path_segment_001,SUPPORTED,,0.2681751251220703,0.19525146484375,-0.6694469451904297,0.30914306640625,-1.7637596130371094,0.4437370300292969,-155.21303852463498,0.2795574120540389,path_segment_001,SUPPORTED,,SUPPORTED,
3,3,100.0,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,150.98902893066406,229.65983963012695,151.91402053833008,229.98528289794922,SUPPORTED,137.125,239.875,58.75,120.75,156.75,238.25,SUPPORTED,translation_median_sparse_flow,0.5133056640625,-0.03762054443359375,350.0,1.060621738433838,,,SUPPORTED,partial_affine_ransac_sparse_flow,0.9848676840168519,-0.030282572320706344,334.0,1.1683827309461918,1.0002407956218198,0.9542857142857143,0.3867301940917969,0.0,-0.12657546997070312,0.03762054443359375,-1.8903350830078125,0.4813575744628906,-163.44708801513585,0.0500623797757117,path_segment_001,SUPPORTED,,0.3867301940917969,0.0,-0.6783868982499826,0.003742167826288778,-1.4090712490236967,-0.421677420272772,-179.68394400233237,0.2571958536470444,path_segment_001,SUPPORTED,,0.3867301940917969,0.0,-0.12657546997070312,0.03762054443359375,-1.8903350830078125,0.4813575744628906,-163.44708801513585,0.0500623797757117,path_segment_001,SUPPORTED,,SUPPORTED,
4,4,133.33333333333334,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,153.52164840698242,230.67880630493164,152.9856185913086,229.98528289794922,SUPPORTED,139.5,240.5,58.5,121.0,162.0,239.0,SUPPORTED,translation_median_sparse_flow,1.18011474609375,-0.0342254638671875,349.0,2.5024473667144775,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.13104848919023507,0.43533798825417447,194.0,0.9875834905950149,1.00072185327236,0.5558739255014327,1.0715980529785156,0.0,-0.10851669311523438,0.0342254638671875,-1.9988517761230469,0.5155830383300781,-162.4950622514164,0.04313886907058568,path_segment_001,SUPPORTED,,1.0715980529785156,0.0,0.7876527392141384,-0.3993776295674536,-0.6214185098095584,-0.8210550498402256,26.88718936114419,0.3348105827705245,path_segment_001,SUPPORTED,,1.0715980529785156,0.0,-0.10851669311523438,0.0342254638671875,-1.9988517761230469,0.5155830383300781,-162.4950622514164,0.04313886907058568,path_segment_001,SUPPORTED,,SUPPORTED,
5,5,166.66666666666666,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,154.28137969970703,229.1833839416504,154.14344024658203,229.6621208190918,SUPPORTED,140.8,238.60000000000002,57.9,118.4,165.8,240.4,SUPPORTED,translation_median_sparse_flow,1.083160400390625,-0.0032958984375,335.0,2.0286147594451904,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.45954955892294463,0.2754716329965371,201.0,0.9390197278650256,1.001870258621038,0.6,1.1578216552734375,-0.3231620788574219,0.0746612548828125,-0.3198661804199219,-1.9241905212402344,0.19571685791015625,76.86159281362912,0.12452823597174022,path_segment_001,SUPPORTED,,1.1578216552734375,-0.3231620788574219,1.0698954756100818,-0.8547003118982843,0.44847696580052343,-1.67575536173851,38.620076631955726,0.5191614316579671,path_segment_001,SUPPORTED,,1.1578216552734375,-0.3231620788574219,0.0746612548828125,-0.3198661804199219,-1.9241905212402344,0.19571685791015625,76.86159281362912,0.12452823597174022,path_segment_001,SUPPORTED,,SUPPORTED,
6,6,200.0,VALID_TARGET,HUMAN_ACCEPTED_TARGET: operator reviewed the raw skeleton and confirmed that it belongs to the documented athlete.,1.0,154.03279495239258,231.1369400024414,154.7067642211914,229.1833839416504,SUPPORTED,142.1,236.7,57.3,115.8,169.6,241.8,SUPPORTED,translation_median_sparse_flow,0.491058349609375,0.00113677978515625,332.0,0.9601958990097046,,,SUPPORTED,partial_affine_ransac_sparse_flow,0.6478405136402232,-0.21782475117243208,321.0,1.2267912373871974,1.0011135774203965,0.9668674698795181,0.563323974609375,-0.47873687744140625,0.072265625,-0.4798736572265625,-1.8519248962402344,-0.28415679931640625,81.43600721018755,0.18398241920541158,path_segment_001,SUPPORTED,,0.563323974609375,-0.47873687744140625,-0.23462288818325305,-0.5311172103405966,0.21385407761727038,-2.2068725720791065,113.83361258080319,0.22013078782161186,path_segment_001,SUPPORTED,,0.563323974609375,-0.47873687744140625,0.072265625,-0.4798736572265625,-1.8519248962402344,-0.28415679931640625,81.43600721018755,0.18398241920541158,path_segment_001,SUPPORTED,,SUPPORTED,
7,7,233.33333333333337,VALID_TARGET,,1.0,157.18288040161133,223.55990600585935,156.94731521606445,223.55990600585938,SUPPORTED,143.4,234.8,56.7,113.2,173.4,243.2,SUPPORTED,translation_median_sparse_flow,1.4481048583984375,0.009674072265625,334.0,2.2075939178466797,,,SUPPORTED,partial_affine_ransac_sparse_flow,2.9799990151797404,4.646268753611183,195.0,1.4497517896247971,0.9935749891586514,0.5838323353293413,2.240550994873047,-5.623477935791016,0.7924461364746094,-5.633152008056641,-1.059478759765625,-5.917308807373047,81.99243721433398,2.156684708888757,path_segment_001,SUPPORTED,,2.240550994873047,-5.623477935791016,-1.4350781435468605,-7.647515723117095,-1.22122406592959,-9.854388295196202,100.62811543597986,2.949954144525034,path_segment_001,SUPPORTED,,2.240550994873047,-5.623477935791016,0.7924461364746094,-5.633152008056641,-1.059478759765625,-5.917308807373047,81.99243721433398,2.156684708888757,path_segment_001,SUPPORTED,,SUPPORTED,
8,8,266.6666666666667,VALID_TARGET,,1.0,158.25261688232422,221.54749298095703,157.93022918701172,222.73368453979492,SUPPORTED,144.7,232.89999999999998,56.1,110.6,177.2,244.6,SUPPORTED,translation_median_sparse_flow,1.175445556640625,0.038543701171875,315.0,1.8396995067596436,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.3392652589475508,-0.09420549251707393,192.0,0.8026890051998617,1.0019564704165658,0.6095238095238096,0.9829139709472656,-0.8262214660644531,-0.19253158569335938,-0.8647651672363281,-1.2520103454589844,-6.782073974609375,102.55163312325243,0.3358795236209387,path_segment_001,SUPPORTED,,0.9829139709472656,-0.8262214660644531,0.9833062127587482,-1.1470689811809223,-0.2379178531708419,-11.001457276377124,49.395704266085,0.5727965076986732,path_segment_001,SUPPORTED,,0.9829139709472656,-0.8262214660644531,-0.19253158569335938,-0.8647651672363281,-1.2520103454589844,-6.782073974609375,102.55163312325243,0.3358795236209387,path_segment_001,SUPPORTED,,SUPPORTED,
9,9,300.0,VALID_TARGET,,1.0,157.69466400146484,222.2141342163086,158.1758689880371,222.01343154907227,SUPPORTED,146.0,231.0,55.5,108.0,181.0,246.0,SUPPORTED,translation_median_sparse_flow,0.638824462890625,0.00505828857421875,330.0,0.9708423018455505,,,SUPPORTED,partial_affine_ransac_sparse_flow,0.6132456734846868,-0.3440016956270007,280.0,1.2899101807199282,1.0017721909229025,0.8484848484848485,0.24563980102539062,-0.7202529907226562,-0.3931846618652344,-0.725311279296875,-1.6451950073242188,-7.50738525390625,118.46171925816175,0.31278679463928605,path_segment_001,SUPPORTED,,0.24563980102539062,-0.7202529907226562,-0.6216689360417718,-0.789283054438755,-0.8595867892126137,-11.79074033081588,128.22529451903432,0.380908057817015,path_segment_001,SUPPORTED,,0.24563980102539062,-0.7202529907226562,-0.3931846618652344,-0.725311279296875,-1.6451950073242188,-7.50738525390625,118.46171925816175,0.31278679463928605,path_segment_001,SUPPORTED,,SUPPORTED,
