source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,valid_segment_id,raw_pelvis_mid_x,raw_pelvis_mid_y,path_input_center_x,path_input_center_y,center_status,roi_center_x,roi_center_y,roi_x,roi_y,roi_width,roi_height,translation_camera_motion_status,translation_camera_motion_method,translation_background_dx_px,translation_background_dy_px,translation_background_feature_count,translation_camera_motion_residual_px,translation_affine_scale,translation_affine_inlier_fraction,affine_camera_motion_status,affine_camera_motion_method,affine_background_dx_px,affine_background_dy_px,affine_background_feature_count,affine_camera_motion_residual_px,affine_affine_scale,affine_affine_inlier_fraction,translation_raw_dx,translation_raw_dy,translation_compensated_dx,translation_compensated_dy,translation_compensated_x,translation_compensated_y,translation_projected_heading_deg,translation_normalized_projected_speed_per_s,translation_path_segment_id,translation_path_status,translation_path_rejection_reason,affine_raw_dx,affine_raw_dy,affine_compensated_dx,affine_compensated_dy,affine_compensated_x,affine_compensated_y,affine_projected_heading_deg,affine_normalized_projected_speed_per_s,affine_path_segment_id,affine_path_status,affine_path_rejection_reason,chosen_raw_dx,chosen_raw_dy,chosen_compensated_dx,chosen_compensated_dy,chosen_compensated_x,chosen_compensated_y,chosen_projected_heading_deg,chosen_normalized_projected_speed_per_s,chosen_path_segment_id,chosen_path_status,chosen_path_rejection_reason,chosen_path_validation_status,chosen_path_validation_reason
0,0,0.0,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,948.3337936401368,126.10224533081056,,,,932.1428571428571,171.42857142857144,830.7142857142857,12.857142857142858,202.857142857143,317.14285714285717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,33.333333333333336,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,932.6470603942872,129.71345901489258,,,,922.4285714285714,172.42857142857144,820.1428571428571,13.142857142857144,204.5714285714287,318.5714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,66.66666666666667,VALID_TARGET,,1.0,927.3577079772948,130.37258911132812,917.03564453125,131.51154708862305,SUPPORTED,912.7142857142858,173.42857142857142,809.5714285714286,13.428571428571429,206.2857142857144,320.0,INSUFFICIENT_EVIDENCE,translation_median_sparse_flow,0.0,0.0,0.0,,,,INSUFFICIENT_EVIDENCE,partial_affine_ransac_sparse_flow,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,SUPPORTED,
3,3,100.0,VALID_TARGET,,1.0,917.03564453125,131.51154708862305,911.044641494751,135.6090965270996,SUPPORTED,903.0,174.42857142857144,799.0,13.714285714285715,208.00000000000006,321.42857142857144,SUPPORTED,translation_median_sparse_flow,-1.2734375,1.285400390625,321.0,1.5800076723098755,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.40095911264650375,-0.2976441302753674,262.0,0.5473950302661064,1.0001951837982288,0.8161993769470405,-5.991003036499023,4.0975494384765625,-4.717565536499023,2.8121490478515625,-4.717565536499023,2.8121490478515625,-149.20075651265736,1.7050931187754987,path_segment_001,SUPPORTED,,-5.991003036499023,4.0975494384765625,-5.551415780415368,2.860891988937709,-5.551415780415368,2.860891988937709,-152.73593080452542,1.9388982905906134,path_segment_001,SUPPORTED,,-5.991003036499023,4.0975494384765625,-4.717565536499023,2.8121490478515625,-4.717565536499023,2.8121490478515625,-149.20075651265736,1.7050931187754987,path_segment_001,SUPPORTED,,SUPPORTED,
4,4,133.33333333333334,VALID_TARGET,,1.0,905.053638458252,139.70664596557617,905.053638458252,139.70664596557617,SUPPORTED,893.2857142857143,175.42857142857142,788.4285714285714,14.0,209.71428571428575,322.85714285714283,SUPPORTED,translation_median_sparse_flow,-0.459228515625,1.59747314453125,349.0,1.4681614637374878,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.5821755670111828,-0.13173434701522577,284.0,0.5599436074672544,1.0010764542506116,0.8137535816618912,-5.991003036499023,4.0975494384765625,-5.531774520874023,2.5000762939453125,-10.249340057373047,5.312225341796875,-155.67948957357098,1.8846494372772906,path_segment_001,SUPPORTED,,-5.991003036499023,4.0975494384765625,-6.199189068877672,2.8106941562672034,-11.75060484929304,5.6715861452049126,-155.61059971162175,2.113184256107822,path_segment_001,SUPPORTED,,-5.991003036499023,4.0975494384765625,-5.531774520874023,2.5000762939453125,-10.249340057373047,5.312225341796875,-155.67948957357098,1.8846494372772906,path_segment_001,SUPPORTED,,SUPPORTED,
5,5,166.66666666666666,VALID_TARGET,,1.0,892.8212928771973,148.5805892944336,892.8212928771973,148.5805892944336,SUPPORTED,883.5714285714287,176.42857142857142,777.8571428571429,14.285714285714286,211.42857142857144,324.2857142857143,SUPPORTED,translation_median_sparse_flow,-0.24273681640625,2.25579833984375,307.0,2.132338523864746,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.3369684473802369,-0.11175655554044857,240.0,0.6002285795120021,1.0012478299197467,0.7817589576547231,-12.232345581054688,8.873943328857422,-11.989608764648438,6.618144989013672,-22.238948822021484,11.930370330810547,-151.10173844632277,4.251729732266246,path_segment_001,SUPPORTED,,-12.232345581054688,8.873943328857422,-12.782331884500536,7.249979230768275,-24.532936733793576,12.921565375973188,-150.4386333262029,4.562294106427566,path_segment_001,SUPPORTED,,-12.232345581054688,8.873943328857422,-11.989608764648438,6.618144989013672,-22.238948822021484,11.930370330810547,-151.10173844632277,4.251729732266246,path_segment_001,SUPPORTED,,SUPPORTED,
6,6,200.0,VALID_TARGET,,1.0,882.6581268310547,152.30381774902344,882.6581268310547,148.5805892944336,SUPPORTED,875.5357142857143,177.67857142857142,770.7142857142858,17.857142857142858,209.64285714285714,319.6428571428571,SUPPORTED,translation_median_sparse_flow,0.27142333984375,2.995208740234375,350.0,1.8435964584350586,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.1072108987910332,0.10211464270712944,282.0,0.689352408335062,1.002021228078229,0.8057142857142857,-10.163166046142578,0.0,-10.434589385986328,-2.995208740234375,-32.67353820800781,8.935161590576172,163.98407785184648,3.3703485571213374,path_segment_001,SUPPORTED,,-10.163166046142578,0.0,-11.576907410829222,-2.096929685224495,-36.1098441446228,10.824635690748693,169.7333050011095,3.652656796568725,path_segment_001,SUPPORTED,,-10.163166046142578,0.0,-10.434589385986328,-2.995208740234375,-32.67353820800781,8.935161590576172,163.98407785184648,3.3703485571213374,path_segment_001,SUPPORTED,,SUPPORTED,
7,7,233.33333333333337,VALID_TARGET,,1.0,875.6160888671875,149.2641830444336,875.6160888671875,148.5805892944336,SUPPORTED,867.5000000000001,178.92857142857144,763.5714285714287,21.42857142857143,207.85714285714283,315.0,SUPPORTED,translation_median_sparse_flow,1.013427734375,3.494049072265625,338.0,1.4665019512176514,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.17099592776516578,0.11991547069386324,263.0,0.8380652302970908,1.0026879778957234,0.7781065088757396,-7.0420379638671875,0.0,-8.055465698242188,-3.494049072265625,-40.72900390625,5.441112518310547,156.55126608735765,2.726029650085271,path_segment_001,SUPPORTED,,-7.0420379638671875,0.0,-8.954218047554036,-2.2283606930049302,-45.064062192176834,8.596274997743762,166.02516370782266,2.86472211985537,path_segment_001,SUPPORTED,,-7.0420379638671875,0.0,-8.055465698242188,-3.494049072265625,-40.72900390625,5.441112518310547,156.55126608735765,2.726029650085271,path_segment_001,SUPPORTED,,SUPPORTED,
8,8,266.6666666666667,VALID_TARGET,,1.0,867.4799957275391,147.97594451904297,867.4799957275391,149.2641830444336,SUPPORTED,859.4642857142857,180.17857142857144,756.4285714285714,25.0,206.07142857142853,310.3571428571429,SUPPORTED,translation_median_sparse_flow,1.55517578125,4.02923583984375,349.0,1.1684304475784302,,,SUPPORTED,partial_affine_ransac_sparse_flow,1.2406799770845376,3.1554017415044524,230.0,0.3797835537881119,1.0008730767202947,0.6590257879656161,-8.136093139648438,0.68359375,-9.691268920898438,-3.34564208984375,-50.42027282714844,2.095470428466797,160.95418462855406,3.183001013418725,path_segment_001,SUPPORTED,,-8.136093139648438,0.68359375,-10.068166464695764,-3.0316052559470563,-55.1322286568726,5.564669741796706,163.24253269906518,3.264395298658026,path_segment_001,SUPPORTED,,-8.136093139648438,0.68359375,-9.691268920898438,-3.34564208984375,-50.42027282714844,2.095470428466797,160.95418462855406,3.183001013418725,path_segment_001,SUPPORTED,,SUPPORTED,
9,9,300.0,VALID_TARGET,,1.0,858.6920433044434,147.0610809326172,858.6920433044434,149.2641830444336,SUPPORTED,851.4285714285714,181.42857142857144,749.2857142857143,28.571428571428573,204.28571428571422,305.7142857142857,SUPPORTED,translation_median_sparse_flow,1.9901504516601562,4.538033485412598,310.0,1.7833529710769653,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.8316944547356491,-0.5874660910383376,184.0,0.8566718703019569,1.004859783704472,0.5935483870967742,-8.787952423095703,0.0,-10.77810287475586,-4.538033485412598,-61.1983757019043,-2.442563056945801,157.16686551976338,3.63068019233016,path_segment_001,SUPPORTED,,-8.787952423095703,0.0,-11.85860942964564,-1.9481435192433025,-66.99083808651824,3.6165262225534036,170.6707266441966,3.730980370065399,path_segment_001,SUPPORTED,,-8.787952423095703,0.0,-10.77810287475586,-4.538033485412598,-61.1983757019043,-2.442563056945801,157.16686551976338,3.63068019233016,path_segment_001,SUPPORTED,,SUPPORTED,
