source_frame_index,background_dx_px,background_dy_px,background_feature_count,camera_motion_status,camera_motion_residual_px,camera_motion_method,affine_a,affine_b,affine_tx,affine_c,affine_d,affine_ty,affine_scale,affine_inlier_fraction
0,0.0,0.0,0,INSUFFICIENT_EVIDENCE,,partial_affine_ransac_sparse_flow,1.0,0.0,0.0,0.0,1.0,0.0,,
1,-0.0825463018570039,-0.034595373289934644,109,SUPPORTED,0.010695073361116858,partial_affine_ransac_sparse_flow,1.0000689246660572,-2.818889872081492e-05,-0.0825463018570039,2.818889872081492e-05,1.0000689246660572,-0.034595373289934644,1.0000689250633368,1.0
2,57.31807960637311,-2.2336490445004338,34,SUPPORTED,0.9704070457112542,partial_affine_ransac_sparse_flow,0.9901601298190905,-0.0024360497551185268,57.31807960637311,0.0024360497551185268,0.9901601298190905,-2.2336490445004338,0.9901631264704658,0.32075471698113206
3,-0.0024890120283143787,-0.004654950436409417,107,SUPPORTED,0.001098561241803083,partial_affine_ransac_sparse_flow,1.0000025390923017,-4.987668519379577e-06,-0.0024890120283143787,4.987668519379577e-06,1.0000025390923017,-0.004654950436409417,1.0000025391047402,1.0
4,-0.0038919329589872796,0.0007758561656416481,106,SUPPORTED,0.0008775200503291017,partial_affine_ransac_sparse_flow,1.0000029752128787,1.3294584009968015e-06,-0.0038919329589872796,-1.3294584009968015e-06,1.0000029752128787,0.0007758561656416481,1.0000029752137625,1.0
5,0.0,0.0,11,LOW_BACKGROUND_FEATURE_COUNT,,partial_affine_ransac_sparse_flow,1.0602546390347665,0.002756330436425834,-62.953957435419134,-0.002756330436425834,1.0602546390347665,1.6492394763914802,,
6,0.0008304760584527159,0.0005549816974530818,107,SUPPORTED,0.00031904525242814523,partial_affine_ransac_sparse_flow,0.9999993972863047,3.0703391774101755e-07,0.0008304760584527159,-3.0703391774101755e-07,0.9999993972863047,0.0005549816974530818,0.9999993972863519,1.0
7,-0.0021583711369250187,-0.010418075987270493,107,SUPPORTED,0.003824014894119049,partial_affine_ransac_sparse_flow,0.9999991026409395,-8.044685667426087e-06,-0.0021583711369250187,8.044685667426087e-06,0.9999991026409395,-0.010418075987270493,0.9999991026732981,1.0
8,0.0,0.0,21,LOW_BACKGROUND_FEATURE_COUNT,,partial_affine_ransac_sparse_flow,1.0001504863455262,-9.72382687253973e-05,-0.1491608750159802,9.72382687253973e-05,1.0001504863455262,-0.08009696782416759,,
9,-3.1060337366871985e-05,0.00012844168788824512,112,SUPPORTED,3.5806998960089964e-05,partial_affine_ransac_sparse_flow,0.9999999948858667,1.0240442715902176e-07,-3.1060337366871985e-05,-1.0240442715902176e-07,0.9999999948858667,0.00012844168788824512,0.9999999948858719,1.0
