frame_index,source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,human_target_unavailable,human_target_unavailable_reason,human_target_unavailable_note,human_target_unavailable_start_frame,human_target_unavailable_end_frame,valid_target_frame,valid_segment_id,backend_pose_count,selected_pose_index,multiple_pose_candidates,target_overlap_ambiguous_flag,identity_jump_flag,identity_uncertain_flag,pelvis_x,pelvis_y,shoulder_mid_x,shoulder_mid_y,pelvis_jump_px,shoulder_jump_px,body_scale_px,body_scale_relative_change,pose_bbox_x,pose_bbox_y,pose_bbox_width,pose_bbox_height,pose_centroid_x,pose_centroid_y,pose_scale_px,pose_scale_relative_change,roi_center_x,roi_center_y,roi_pose_centroid_distance_px,roi_pose_centroid_distance_fraction,pose_roi_overlap_fraction,pose_centroid_consistent_with_roi
9,9,0,300.0,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,458.9896049499512,208.70579528808594,464.6447067260742,156.01550674438477,,,52.9928927585275,,410.0321350097656,141.81111907958984,68.95042419433594,135.4894027709961,444.5073471069336,209.5558204650879,152.0247981739166,,413.0,206.5,31.655188523078593,0.1065400402591367,1.0,True
10,10,1,333.3333333333333,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,459.34029388427734,206.2219696044922,464.6455841064453,155.31564712524414,2.5084602359094283,0.6998601691052122,51.182025875326836,0.0352260648876088,407.30272674560547,141.66050720214844,72.7255630493164,137.8744354248047,443.6655082702637,210.59772491455078,155.87933623334663,0.07498077802011147,413.6,208.29999999999998,30.153181048311293,0.09900309610194441,1.0,True
11,11,2,366.66666666666663,VALID_TARGET,,False,,,,,True,1,1,0,False,False,False,False,452.3638114929199,204.7232666015625,459.37808990478516,155.2513542175293,7.135644136860431,5.267886553686004,49.966691070878575,0.023641418968353704,403.8235092163086,143.06649780273438,69.45807647705078,130.07382202148438,438.552547454834,208.10340881347656,147.4571923073562,0.16383257719382777,414.20000000000005,210.1,24.4342575885997,0.07830886281314718,1.0,True
12,12,3,400.0,VALID_TARGET,,False,,,,,True,1,2,0,True,False,False,False,449.7334442138672,212.0725860595703,457.09838485717773,159.80316543579102,7.805852196817688,5.090779947196696,52.78574317962239,0.05483788644289654,390.5947074890137,143.26773071289062,85.48459243774414,139.3602752685547,433.33700370788574,212.94786834716797,163.48976074107688,0.31187510313461864,414.79999999999995,211.9,18.56659727950084,0.058113625055453096,1.0,True
13,13,4,433.33333333333337,VALID_TARGET,,False,,,,,True,1,2,0,True,False,False,False,431.31077575683594,216.666748046875,442.9060249328613,162.11047744750977,18.986864866093338,14.37869148917119,55.77487306274467,0.05814634095812093,378.45803451538086,145.3340072631836,81.08609390258789,153.89615631103516,419.0010814666748,222.28208541870117,173.9510895386685,0.2035000200474356,415.4,213.7,9.306985433721941,0.028465332771860738,1.0,True
14,14,5,466.6666666666667,VALID_TARGET,,False,,,,,True,1,2,0,True,False,False,False,427.69060134887695,217.40377044677734,436.48049545288086,165.15053176879883,3.6944370020341384,7.1084006200049235,52.9873870906784,0.054223843086551475,381.10981369018555,147.2040252685547,71.20548629760742,153.99803161621094,416.71255683898926,224.20304107666016,169.66324003904398,0.08340981112598791,416.0,213.89999999999998,10.327651847159514,0.031143702526799325,1.0,True
15,15,6,500.0,VALID_TARGET,,False,,,,,True,1,2,0,True,False,False,False,419.8221092224121,217.70783233642578,434.7377738952637,163.9669418334961,7.874364861814305,2.1066474698756807,55.77239787458336,0.054175694247126524,377.95206451416016,148.178955078125,80.97795867919922,144.73179626464844,418.44104385375977,220.54485321044922,165.84547820740184,0.07426538485764543,405.875,214.04999999999998,14.145266924307096,0.04180346921294924,1.0,True
16,16,7,533.3333333333334,VALID_TARGET,,False,,,,,True,1,4,0,True,False,False,False,419.6748962402344,218.5516815185547,433.20551681518555,164.5204963684082,0.8565938969554278,1.6291821207499495,55.69961096697806,0.0014158944282757367,377.9270706176758,148.83534240722656,78.95769500732422,145.19935607910156,417.4059181213379,221.43502044677734,165.27906887036653,0.011018132941990711,395.75,214.20000000000002,22.832527467264256,0.06606594003036666,1.0,True
17,17,8,566.6666666666666,VALID_TARGET,,False,,,,,True,1,3,0,True,False,False,False,414.7299995422363,217.2057647705078,427.664249420166,165.45470428466797,5.124792214962969,5.619465167959399,53.34291969243695,0.04584376716322508,371.99349212646484,150.26014709472656,82.35736846923828,138.68893432617188,413.172176361084,219.6046142578125,161.29896666038223,0.0774233269208699,385.625,214.35,28.043856661790844,0.07938490076204449,1.0,True
18,18,9,600.0,VALID_TARGET,,False,,,,,True,1,4,0,True,False,False,False,409.0066452026367,213.5778579711914,414.38878631591797,166.7409782409668,6.776318516800984,13.337631773403546,47.145103094879296,0.12056363261841792,336.8865737915039,154.90151977539062,91.4268569946289,130.5543975830078,382.60000228881836,220.17871856689453,159.38419278014493,0.037247325894613256,375.5,214.5,9.091637754729266,0.025161276018155564,1.0,True
19,19,10,633.3333333333333,VALID_TARGET,,False,,,,,True,1,4,0,True,False,False,False,398.7590026855469,213.7136993408203,405.50306701660156,165.8614158630371,10.248542824995665,8.929145392640518,48.32518430114393,0.022955644906958703,321.0647659301758,152.73277282714844,97.49201202392578,132.34307861328125,369.8107719421387,218.90431213378906,164.37573685101592,0.09709849849320806,359.75,212.29999999999998,12.034785865657868,0.03272232032307014,1.0,True
20,20,11,666.6666666666666,VALID_TARGET,,False,,,,,True,1,5,2,True,False,False,False,387.8526611328125,218.19671630859375,391.78562927246094,172.31793975830078,11.79176522825336,15.16096299957508,46.047045248736666,0.044315722391064974,322.29280853271484,158.01622009277344,76.6134262084961,125.67880249023438,360.5995216369629,220.85562133789062,147.18960041655123,0.33431499732201175,344.0,210.1,19.779471907512786,0.05285228531469286,1.0,True
21,21,12,700.0,VALID_TARGET,,False,,,,,True,1,4,0,True,False,False,False,389.27171325683594,221.58807373046875,396.0069046020508,170.25958251953125,3.676277205761567,4.696381578470682,51.76849246837255,0.11129701077403212,316.7549133300781,157.91092681884766,102.73019409179688,137.48149871826172,368.12001037597656,226.65167617797852,171.62358598968166,0.47530449048838885,341.5,210.20000000000002,31.29349135974069,0.08834149751498764,1.0,True
22,22,13,733.3333333333333,VALID_TARGET,,False,,,,,True,1,4,0,True,False,False,False,384.66983795166016,222.85157775878906,392.9145965576172,167.48855209350586,4.77217966488777,4.152225748153293,55.97357104281725,0.08179970162084407,318.5595169067383,155.20156860351562,87.32756805419922,137.52186584472656,362.2233009338379,223.9625015258789,162.90600887528907,0.16957952014206534,336.5,210.64999999999998,28.963958773090983,0.08383608157970424,1.0,True
23,23,14,766.6666666666667,VALID_TARGET,,False,,,,,True,1,5,0,True,False,False,False,365.74547958374023,232.38541412353516,376.41553497314453,178.69643020629883,21.190218863126823,19.945815725596308,54.73899045541685,0.024015799440697788,314.66081619262695,163.60698699951172,86.55474472045898,132.28376007080078,357.93818855285645,229.7488670349121,158.08452489757815,0.09379038792361119,331.5,211.1,32.35364053151084,0.09594444922226007,1.0,True
24,24,15,800.0,VALID_TARGET,,False,,,,,True,1,5,0,True,False,False,False,355.7208671569824,229.25621032714844,371.2428283691406,180.01260375976562,10.501655617379015,5.33752812020237,51.632006232906846,0.0604389140042526,320.55777740478516,162.57454681396484,70.08528900146484,129.92913055419922,355.6004219055176,227.53911209106445,147.6263076182189,0.2034394929351617,325.4,212.6,33.69336067151295,0.09954284406213533,1.0,True
25,25,16,833.3333333333334,VALID_TARGET,,False,,,,,True,1,5,0,True,False,False,False,351.88772201538086,223.46253967285156,366.41587829589844,173.8612937927246,6.946914518478289,7.819083150868195,51.685113115595996,0.0010330668217202795,317.95845794677734,161.1847915649414,68.85637664794922,131.21587371826172,352.38664627075195,226.79272842407227,148.18504013810252,0.010868798906659642,319.29999999999995,214.10000000000002,35.43771319220695,0.10423913982356438,1.0,True
26,26,17,866.6666666666667,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: multiple pose candidates plus a target-continuity jump.,False,,,,,False,,3,2,True,True,False,False,334.09761810302734,231.6636199951172,349.184024810791,190.52145385742188,19.589423566419413,23.96868181426635,43.82097102819356,0.15297799193642653,310.3748321533203,172.12313079833984,52.12286376953125,105.95821380615234,336.43626403808594,225.10223770141602,118.08444436303796,0.5855347788204098,313.2,215.6,25.104112965445687,0.07347624487416185,1.0,True
27,27,18,900.0,VALID_TARGET,,False,,,,,True,2,4,2,True,False,False,False,347.21902084350586,216.79175567626953,366.06919860839844,169.3296775817871,19.832890817933002,27.09613396578864,51.068366517980564,0.14098066851726182,312.24776458740234,154.0248260498047,70.84717559814453,121.5,347.6713523864746,214.7748260498047,140.64697753679005,0.43889987993079027,307.09999999999997,217.10000000000002,40.63792647719823,0.1182812799890701,1.0,True
28,28,19,933.3333333333334,VALID_TARGET,,False,,,,,True,2,3,0,True,False,False,False,331.22433853149414,197.76216888427734,348.8276596069336,161.6778564453125,24.858701408885864,18.863219074262826,40.14915337934094,0.2124070599068584,295.41272735595703,150.38169860839844,69.4344711303711,114.26268005371094,330.1299629211426,207.5130386352539,133.70529471270407,0.13503376303301426,301.0,218.6,31.16850095995176,0.09016477546719477,1.0,True
29,29,20,966.6666666666666,VALID_TARGET,,False,,,,,True,2,3,0,True,False,False,False,320.2705307006836,203.69702911376953,342.0687255859375,163.26713943481445,12.458269219194715,6.943270808552601,45.93187650976159,0.11248898641253756,289.9123306274414,151.69499969482422,67.09525299072266,113.3556137084961,323.45995712280273,208.37280654907227,131.7242124027275,0.03853719709953743,298.1,216.45999999999998,26.618229151901147,0.07695796354209757,1.0,True
30,30,21,1000.0,VALID_TARGET,,False,,,,,True,2,4,0,True,False,False,False,318.98774337768555,192.76394653320312,338.922550201416,157.388427734375,11.008080578807965,6.667658570071854,40.6057120782987,0.1036077337353322,269.8058395385742,147.32177734375,86.58325958251953,124.04766845703125,313.097469329834,209.34561157226562,151.27618745050228,0.38033670398593394,295.20000000000005,214.32,18.57589698082771,0.05365203362159407,1.0,True
31,31,22,1033.3333333333335,VALID_TARGET,,False,,,,,True,2,4,0,True,False,False,False,303.11551666259766,205.18849182128906,328.2965087890625,162.4651336669922,20.156807944484864,11.776489257131026,49.592012425928125,0.17480688507906056,255.50021362304688,149.57687377929688,88.407470703125,125.548095703125,299.7039489746094,212.35092163085938,153.55196257555596,0.04426973786336764,292.3,212.17999999999998,7.405921591707185,0.021359309873939317,1.0,True
32,32,23,1066.6666666666667,VALID_TARGET,,False,,,,,True,2,4,2,True,False,False,False,298.86521911621094,203.68958282470703,313.52741622924805,164.61003494262695,4.506856710930082,14.924030840312087,41.73956260970332,0.15275054688952241,265.5531997680664,151.8067855834961,63.17955017089844,122.75247955322266,297.1429748535156,213.18302536010742,138.05733155563098,0.3014108230599026,289.40000000000003,210.04000000000002,8.356570348920245,0.024055770248332945,1.0,True
33,33,24,1100.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: multiple pose candidates plus a target-continuity jump.,False,,,,,False,,4,0,True,True,False,False,299.44105529785156,205.41937255859375,314.90008544921875,160.21832275390625,1.8231181617071177,4.601234262240184,47.77150318617491,0.11733691311944051,240.94118118286133,149.09645080566406,90.04435348510742,169.98365783691406,285.96335792541504,234.0882797241211,192.3601557656056,1.0563309909450753,286.5,207.89999999999998,26.193777498196553,0.0752291087732126,1.0,True
34,34,25,1133.3333333333333,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
35,35,26,1166.6666666666667,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
36,36,27,1200.0,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
37,37,28,1233.3333333333335,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
38,38,29,1266.6666666666665,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
39,39,30,1300.0,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
40,40,31,1333.3333333333333,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
41,41,32,1366.6666666666667,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
42,42,33,1400.0,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
43,43,34,1433.3333333333333,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
44,44,35,1466.6666666666665,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
45,45,36,1500.0,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
46,46,37,1533.3333333333335,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
47,47,38,1566.6666666666667,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
48,48,39,1600.0,TARGET_NOT_FOUND,HUMAN_TARGET_UNAVAILABLE: operator excluded this frame because TARGET_PARTIALLY_OCCLUDED.,True,TARGET_PARTIALLY_OCCLUDED,,34.0,49.0,False,,1,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,True
