frame_index,source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,valid_target_frame,valid_segment_id,backend_pose_count,selected_pose_index,multiple_pose_candidates,target_overlap_ambiguous_flag,identity_jump_flag,identity_uncertain_flag,pelvis_x,pelvis_y,shoulder_mid_x,shoulder_mid_y,pelvis_jump_px,shoulder_jump_px,body_scale_px,body_scale_relative_change,pose_bbox_x,pose_bbox_y,pose_bbox_width,pose_bbox_height,pose_centroid_x,pose_centroid_y,pose_scale_px,pose_scale_relative_change,roi_center_x,roi_center_y,roi_pose_centroid_distance_px,roi_pose_centroid_distance_fraction,pose_roi_overlap_fraction,pose_centroid_consistent_with_roi
15,15,0,500.0,VALID_TARGET,,True,1,3,0,True,False,False,False,892.87109375,321.39500427246094,886.1750106811523,137.08163452148438,,,184.43496359808003,,753.2887191772461,80.73921203613281,223.83158111572266,514.9111175537109,865.2045097351074,338.1947708129883,561.4570648635352,,881.5564202334631,359.00107834074703,26.462944089535927,0.033015371947484905,1.0,True
16,16,1,533.3333333333334,VALID_TARGET,,True,1,3,0,True,False,False,False,891.3628311157227,313.36048889160156,880.7808647155762,146.21533966064453,8.174857404213428,10.607609545371773,167.47978661418435,0.09956104811197516,751.4183502197266,83.84461975097656,215.50721740722656,510.7690887451172,859.1719589233398,339.22916412353516,554.3720977575648,0.04160303083708674,877.0739299610896,358.77803693235217,26.507338514678057,0.03314937582193133,1.0,True
17,17,2,566.6666666666666,VALID_TARGET,,True,1,2,0,True,False,False,False,893.0544738769531,305.13661193847656,874.7961730957031,141.96829986572266,8.396059038129971,7.338520341637592,164.18667306480816,0.01933721109718008,755.2579727172852,75.70018005371094,198.69145965576172,494.9259796142578,854.603702545166,323.16316986083984,533.3198115926971,0.1236193333586709,872.591439688716,358.55499552395725,39.700629860418395,0.04976617413576928,1.0,True
18,18,3,600.0,VALID_TARGET,,True,1,4,0,True,False,False,False,884.6892852783203,319.0530700683594,871.777946472168,143.26443481445312,16.237123734562037,3.2847614458795884,176.26215406092751,0.07090740164917157,741.4012336730957,78.33911895751953,209.22712326049805,509.86339569091797,846.0147953033447,333.2708168029785,551.1231000178973,0.10454117094361755,868.1089494163425,358.3319541155624,33.409762785285984,0.041979207291514255,1.0,True
19,19,4,633.3333333333333,VALID_TARGET,,True,1,3,0,True,False,False,False,878.5146331787109,318.9855041503906,868.9168090820312,142.12185668945312,6.175021757409557,3.0808427316185534,177.12387761275323,0.005060053344416943,751.4674682617188,76.16512298583984,215.24652099609375,518.2344131469727,859.0907287597656,335.2823295593262,561.1577066838778,0.05892335762731065,863.6264591439689,358.10891270716746,23.272854322654464,0.029311008242621988,1.0,True
20,20,5,666.6666666666666,VALID_TARGET,,True,1,1,0,False,False,False,False,879.9112548828125,313.7433624267578,864.7660827636719,134.2209701538086,5.424997883411527,8.924827002191707,180.16011091781957,0.017828806532188442,750.6152648925781,66.39802932739258,241.36892700195312,508.3331108093262,871.2997283935547,320.56458473205566,562.726852449002,0.00921404696421725,859.1439688715953,357.8858712987726,39.25099897519439,0.04955052868469818,1.0,True
21,21,6,700.0,VALID_TARGET,,True,1,1,0,False,False,False,False,870.4560241699219,309.11729431152344,868.3164291381836,139.15292358398438,10.526247861454635,6.076933767652167,169.97783733095375,0.05979045995415596,760.6607894897461,77.86815643310547,196.04898834228516,487.29248809814453,858.6852836608887,321.51440048217773,525.2515347782563,0.22005561541306862,854.6614785992218,357.66282989037774,36.37169168259726,0.04602286821132861,1.0,True
22,22,7,733.3333333333333,VALID_TARGET,,True,1,2,0,True,False,False,False,869.736213684082,310.74781799316406,868.0090026855469,132.51756286621094,1.782339645498548,6.6424786698002745,178.2386240421875,0.048507460817488836,749.8292922973633,71.04949951171875,214.87407684326172,506.4669189453125,857.2663307189941,324.282958984375,550.163256574993,0.1462819960365391,850.1789883268483,357.4397884819828,33.9058367322935,0.043002460136497195,1.0,True
23,23,8,766.6666666666667,VALID_TARGET,,True,1,2,0,True,False,False,False,870.571662902832,313.04278564453125,865.8330841064453,131.97850036621094,2.442304632500174,2.2416980264490607,181.12628062310154,0.016956361827205644,742.1921997070312,72.1260757446289,216.12774658203125,511.77205657958984,850.2560729980469,328.0121040344238,555.5374341467275,0.03155724958164447,845.6964980544748,357.21674707358795,29.558431939313834,0.037575507806892186,1.0,True
24,24,9,800.0,VALID_TARGET,,True,1,1,0,False,False,False,False,870.4060211181641,314.5093688964844,862.6470031738281,138.32728576660156,1.4759077327995112,7.10339269429756,176.35285304027678,0.028029636829155047,735.4064025878906,75.26850891113281,227.02911376953125,509.79466247558594,848.9209594726562,330.1658401489258,558.0616600229542,0.01482229139496492,841.2140077821011,356.99370566519303,27.912926620465146,0.03556553706955243,1.0,True
25,25,10,833.3333333333334,VALID_TARGET,,True,1,2,0,True,False,False,False,865.6170501708984,315.63111877441406,857.7013168334961,136.8980255126953,4.918593856214343,5.148067428690402,178.90829343876464,0.015005583527838698,737.1078186035156,72.24136352539062,227.09890747070312,527.0284729003906,850.6572723388672,335.75559997558594,573.8753566952538,0.09285825896800821,836.7315175097276,356.77066425679817,25.210306906199826,0.03219574509215719,1.0,True
26,26,11,866.6666666666667,VALID_TARGET,,True,1,3,0,True,False,False,False,861.7134857177734,315.67578125,851.8876800537109,139.2349853515625,3.9038199467222543,6.265760440341529,176.71417858853886,0.012883874605025639,757.0316009521484,77.8286361694336,208.6328582763672,515.7506484985352,861.348030090332,335.7039604187012,556.3509692444386,0.10290346032841154,832.2490272373541,356.54762284840325,35.79399712970029,0.0458165767736392,1.0,True
27,27,12,900.0,VALID_TARGET,,True,1,2,0,True,False,False,False,849.0573577880859,316.8457336425781,853.7190856933594,144.5057830810547,12.710089015168828,5.579906390089004,172.40298798631986,0.025315374494474924,742.393684387207,81.38069152832031,228.8499984741211,514.1336517333984,856.8186836242676,338.44751739501953,562.7661447229432,0.037670004569625395,827.7665369649806,356.32458144000833,34.11182557972166,0.0437628052462678,1.0,True
28,28,13,933.3333333333334,VALID_TARGET,,True,1,3,0,True,False,False,False,840.6166763305664,321.1003875732422,846.3390350341797,148.57420349121094,9.452363912642657,8.427169890647422,172.62105776248666,0.0012805089264082677,741.498291015625,83.86628723144531,224.0076904296875,511.5537567138672,853.5021362304688,339.6431655883789,558.4502586441456,0.02534294640186299,823.284046692607,356.10154003161347,34.409461266226536,0.04424471448914822,1.0,True
29,29,14,966.6666666666666,VALID_TARGET,,True,1,2,0,True,False,False,False,838.8362884521484,326.0289306640625,844.4171142578125,148.05196380615234,5.240259344315916,1.9916108453415169,178.06444436948894,0.03196364605256484,726.6508178710938,79.43515014648438,240.4769287109375,534.6604919433594,846.8892822265625,346.76539611816406,586.2516480892488,0.16325016688134286,818.8015564202335,355.87849862321855,29.529120851104757,0.03805510062014594,1.0,True
30,30,15,1000.0,VALID_TARGET,,True,1,2,0,True,False,False,False,837.1755981445312,315.1685333251953,847.8284225463867,144.11702728271484,10.986633818230548,5.207758604541647,171.38290576115665,0.039234092777564566,731.7823791503906,89.42376708984375,214.5751953125,488.661865234375,839.0699768066406,333.75469970703125,533.6974170611434,0.30859921597084117,814.31906614786,355.65545721482374,33.04921720486085,0.0426872116358864,1.0,True
31,31,16,1033.3333333333335,VALID_TARGET,,True,1,4,0,True,False,False,False,817.7714500427246,313.36048889160156,825.2892189025879,148.0305404663086,19.488201256932246,22.876435175411324,165.50078155386566,0.03453991968110704,724.6460418701172,89.99633026123047,215.0466766357422,486.63318634033203,832.1693801879883,333.3129234313965,532.0309494567226,0.009785522233024814,809.8365758754865,355.4324158064288,31.432882327104743,0.04069025451440929,1.0,True
32,32,17,1066.6666666666667,VALID_TARGET,,True,1,4,0,True,False,False,False,805.9772644042969,313.1366729736328,824.0084381103516,145.78165435791016,11.796309102377371,2.588027852691888,168.3235737533124,0.016575477227171394,717.2310485839844,83.61917877197266,195.19515991210938,523.1791000366211,814.8286285400391,345.2087287902832,558.4062331029648,0.1548760526985172,805.3540856031128,355.20937439803396,13.776061717177496,0.017872945208863688,1.0,True
33,33,18,1100.0,VALID_TARGET,,True,1,5,0,True,False,False,False,805.9989204406738,314.4295654296875,825.960807800293,148.62161254882812,1.2930738133744268,3.4463183155889654,167.00525196980902,0.007741204862627514,714.9328918457031,87.02776336669922,196.44699096679688,523.047248840332,813.1563873291016,348.55138778686523,558.7216165312999,0.0018519361202781952,800.8715953307393,354.98633298963904,13.868115740998384,0.018032191811208877,1.0,True
34,34,19,1133.3333333333333,VALID_TARGET,,True,1,3,0,True,False,False,False,793.8735427856445,321.6984558105469,811.3354988098145,157.96955108642578,14.137239852461786,17.35752338237443,164.65744486767176,0.013786357764094431,696.1580848693848,95.3042221069336,192.64519882202148,505.21341705322266,792.4806842803955,347.9109306335449,540.6965594487999,0.10584339975432963,796.3891050583658,354.7632915812441,7.888637622252825,0.010279883018642522,1.0,True
35,35,20,1166.6666666666667,VALID_TARGET,,True,1,4,0,True,False,False,False,783.4186973571777,326.548583984375,806.5982208251953,164.2159652709961,11.525082916651595,7.839610504914028,163.9791736975999,0.0039828182661042905,669.4649238586426,94.41568756103516,215.8339958190918,517.9070053100586,777.3819217681885,353.36919021606445,561.0810813959679,0.11969821207111325,780.6173800259403,355.57048905924466,3.9132987024556343,0.00507619548405905,1.0,True
36,36,21,1200.0,VALID_TARGET,,True,1,3,0,True,False,False,False,786.4906005859375,326.9216003417969,806.4977569580078,162.72794342041016,3.0944677490271175,1.4914094060423067,165.40811128634084,0.008390742494565213,675.8777008056641,96.94457244873047,207.7053985595703,505.74121856689453,779.7304000854492,349.81518173217773,546.7318472051151,0.08425891378205191,764.8456549935149,356.37768653724527,16.267209526172472,0.021003901991148568,1.0,True
37,37,22,1233.3333333333335,VALID_TARGET,,True,1,1,0,False,False,False,False,784.4079055786133,341.4728546142578,795.6733856201172,174.53853607177734,14.699544870347038,16.020521640604485,167.31400941884053,0.011191461808187302,654.4762115478516,107.4938735961914,222.6630096435547,469.72383880615234,765.8077163696289,342.3557929992676,519.826221545541,0.15799022878498833,749.0739299610894,357.18488401524576,22.358925464493698,0.028735085538394024,1.0,True
38,38,23,1266.6666666666665,VALID_TARGET,,True,1,1,0,False,False,False,False,785.685676574707,345.9001922607422,790.3926239013672,170.4808120727539,4.608038341250669,6.6596973191329205,175.4825184987779,0.04796560521209559,642.6152572631836,102.80821228027344,231.3895034790039,479.65016174316406,758.3100090026855,342.63329315185547,532.5461294390407,0.07469148584927598,743.5241801000556,357.96325301188915,21.29855407411715,0.027254658770819652,1.0,True
39,39,24,1300.0,VALID_TARGET,,True,1,4,0,True,False,False,False,788.2196197509766,346.3464050292969,789.9826507568359,170.7118148803711,2.5729309853519506,0.4705744110806117,175.64343863380938,0.0009449253948379896,639.7475433349609,102.43311309814453,230.04347229003906,477.28331756591797,754.7692794799805,341.0747718811035,529.8295616233459,0.015951726086653448,737.9744302390216,358.74162200853254,24.375901100299394,0.031053971144747207,1.0,True
40,40,25,1333.3333333333333,VALID_TARGET,,True,1,3,0,True,False,False,False,784.9129943847656,350.70167541503906,783.7077102661133,174.56494140625,5.468285969606246,7.363522403479353,176.14085777323098,0.0029208524876389694,637.1585693359375,114.39012908935547,240.06729125976562,468.37415313720703,757.1922149658203,348.577205657959,526.3142138112906,0.020642173949513096,732.4246803779877,359.51999100517594,27.077210356954286,0.0343371951403253,1.0,True
41,41,26,1366.6666666666667,VALID_TARGET,,True,1,3,0,True,False,False,False,784.0211563110352,353.2273712158203,774.8436737060547,180.5563735961914,2.6785284071368953,10.698990785336786,172.91471772501788,0.018943941715335276,614.8669509887695,124.56976318359375,251.98503875732422,466.12646484375,740.8594703674316,357.63299560546875,529.8776660562906,0.02092464388582607,726.8749305169538,360.2983600018194,14.23627487072854,0.01796809866992778,1.0,True
42,42,27,1400.0,VALID_TARGET,,True,1,2,0,True,False,False,False,784.760124206543,348.39166259765625,778.6967391967773,184.89624786376953,4.891845397227659,5.803500868801915,163.60780933923132,0.05465030264509455,603.0929107666016,121.94905853271484,269.5980682373047,476.47525787353516,737.8919448852539,360.1866874694824,547.4593955380967,0.10324017357603747,721.3251806559199,361.0767289984627,16.590655531161225,0.020838019751137738,1.0,True
43,43,28,1433.3333333333333,VALID_TARGET,,True,1,4,0,True,False,False,False,779.8593826293945,361.2936096191406,771.7460174560547,189.67092895507812,13.8013588081457,8.432681201175248,171.81435100932268,0.04818893313970973,595.0904541015625,123.03150939941406,283.70111083984375,472.1390838623047,736.9410095214844,359.1010513305664,550.8190581326119,0.01972798806702122,715.775430794886,361.8550979951061,21.34400374489978,0.02667473191761505,1.0,True
44,44,29,1466.6666666666665,VALID_TARGET,,True,1,4,0,True,False,False,False,769.5705108642578,365.95574951171875,766.93896484375,195.35527801513672,11.29585900130645,7.444432755694307,170.62076634839661,0.007008746648002935,576.3347320556641,133.5349349975586,289.68751525878906,434.23307037353516,721.1784896850586,350.6514701843262,521.9935017821953,0.16926408998173015,710.2256809338521,362.6334669917495,16.23367694127268,0.020184516356764222,1.0,True
45,45,30,1500.0,VALID_TARGET,,True,1,7,0,True,False,False,False,766.1827163696289,362.19061279296875,767.0502471923828,197.83843231201172,5.064919155200549,2.485646600626487,164.35447009002675,0.03679578360379387,635.6817779541016,138.09378814697266,228.95167541503906,424.71871185302734,750.1576156616211,350.4531440734863,482.4985532345649,0.23191491756561683,703.3295420532775,362.726605162288,48.40977509725467,0.06001816296327917,1.0,True
46,46,31,1533.3333333333335,VALID_TARGET,,True,1,4,0,True,False,False,False,752.2506637573242,373.6916809082031,762.3386840820312,198.7241973876953,18.065897646762163,4.79410124133048,175.2580624210221,0.064026054206965,551.8862533569336,136.33321380615234,311.63748931884766,467.5187759399414,707.7049980163574,370.09260177612305,561.8645126766203,0.46603807875133185,696.4334031727028,362.81974333282653,13.414295369333814,0.016583070434375097,1.0,True
47,47,32,1566.6666666666667,VALID_TARGET,,True,1,5,0,True,False,False,False,740.6887969970703,370.412109375,759.6333770751953,196.3523712158203,12.018001182528668,3.597811194438479,175.08766250760985,0.001000590792630843,580.579231262207,129.42142486572266,267.44991302490234,486.2895736694336,714.3041877746582,372.56621170043945,554.9837884448764,0.040403713681818935,689.5372642921282,362.9128815033651,26.581709551555292,0.03276625088707153,1.0,True
48,48,33,1600.0,VALID_TARGET,,True,1,5,0,True,False,False,False,741.6337585449219,372.69677734375,760.6763458251953,197.6641082763672,2.472379431711539,1.6758394700831933,176.06548603056416,0.005741794078961416,568.4222183227539,131.61434936523438,251.49910736083984,481.3114318847656,694.1717720031738,372.2700653076172,543.058464132788,0.07002567939659102,682.6411254115535,363.00601967390367,14.791157910196619,0.018179927646545167,1.0,True
49,49,34,1633.3333333333333,VALID_TARGET,,True,1,5,0,True,False,False,False,718.8400421142578,364.39019775390625,753.8044052124023,202.77589416503906,24.260106619797316,8.564690464773278,165.3532273993266,0.06290253991365381,559.7505569458008,134.91080474853516,237.20897674560547,448.8832015991211,678.3550453186035,359.3524055480957,507.70486242163804,0.20759686815647013,675.7449865309787,363.0991578444422,4.5662413038553815,0.005596214979178896,1.0,True
50,50,35,1666.6666666666667,VALID_TARGET,,True,1,3,0,True,False,False,False,733.1989212036133,367.76710510253906,746.2593383789062,201.96952056884766,14.750624120489954,7.588034785012351,166.31119485470373,0.005625198958707268,537.0365142822266,139.60538482666016,255.47459411621094,440.52681732177734,664.773811340332,359.8687934875488,509.2456627390137,0.009047602078992812,668.8488476504041,363.1922960149807,5.2584779145919756,0.006425998406390938,1.0,True
51,51,36,1700.0,VALID_TARGET,,True,1,5,0,True,False,False,False,734.579833984375,368.3320770263672,740.2165679931641,195.8425521850586,1.4920165490989419,8.6055107640833,172.5816008451256,0.03681991601072452,584.5007934570312,132.48033905029297,213.88790893554688,436.7334671020508,691.4447479248047,350.84707260131836,486.29636938373176,0.13475858742443406,661.9527087698293,363.2854341855192,32.00770551629597,0.03900135121447796,1.0,True
52,52,37,1733.3333333333335,VALID_TARGET,,True,1,5,0,True,False,False,False,718.0649566650391,380.11753845214844,743.1519927978516,207.05776977539062,20.288870690388226,11.59300756415123,174.86864474908577,0.013429555372536248,540.528190612793,152.7853546142578,222.4789810180664,438.61778259277344,651.7676811218262,372.09424591064453,491.815469664628,0.032408237856970605,655.0565698892547,363.3785723560577,9.315565191368771,0.011318228185057701,1.0,True
53,53,38,1766.6666666666665,VALID_TARGET,,True,1,3,0,True,False,False,False,724.1652221679688,378.8083038330078,743.9209899902344,206.65448760986328,6.239177389222901,0.8683278107518336,173.28365994068653,0.009307054058808726,551.2044067382812,154.95779418945312,209.73138427734375,435.9656066894531,656.0700988769531,372.9405975341797,483.79051640869704,0.04712264330646444,648.16043100868,363.4717105265962,12.33785503840823,0.0149469522453926,1.0,True
54,54,39,1800.0,VALID_TARGET,,True,1,3,0,True,False,False,False,718.0966186523438,387.4199523925781,746.7219696044922,220.28855895996094,10.535105103576592,13.918814187244601,169.56507124954106,0.021835607374634216,556.09033203125,164.49496459960938,206.12649536132812,408.7983703613281,659.1535797119141,368.89414978027344,457.8255559708536,0.15246662879620979,641.2642921281054,363.56484869713483,18.66622780025345,0.022548256355041256,1.0,True
55,55,40,1833.3333333333333,VALID_TARGET,,True,1,5,0,True,False,False,False,712.1532592773438,396.84825134277344,740.1987457275391,226.57746124267578,11.145238523901336,9.061056321996201,172.5650349043502,0.017615830613524126,554.0122680664062,162.6049041748047,195.28887939453125,436.46412658691406,651.6567077636719,380.8369674682617,478.16177201073856,0.11941455907452912,634.3681532475307,363.65798686767334,24.37235096852532,0.02935600561863989,1.0,True
56,56,41,1866.6666666666667,VALID_TARGET,,True,1,4,0,True,False,False,False,715.6493682861328,386.51805114746094,742.0820617675781,220.82123565673828,10.905769770014881,6.0564851442788115,167.79190072363633,0.028027913967653476,545.3599395751953,156.59921264648438,208.5232696533203,429.9028625488281,649.6215744018555,371.55064392089844,477.80584468441566,0.0020900104843528913,627.472014366956,363.75112503821185,23.482663914918135,0.02820264251180249,1.0,True
57,57,42,1900.0,VALID_TARGET,,True,1,3,0,True,False,False,False,711.3159484863281,389.14796447753906,738.7717590332031,223.20596313476562,5.069020742220524,4.079832023217286,168.19800635688554,0.002384658239124969,541.7200469970703,154.5826416015625,212.39735412597656,437.424072265625,647.9187240600586,373.294677734375,486.2637710514307,0.0496650677697879,620.5758754863813,363.84426320875036,28.929944742933486,0.034644376993199485,1.0,True
58,58,43,1933.3333333333333,VALID_TARGET,,True,1,4,0,True,False,False,False,705.7138366699219,383.6229553222656,745.7458038330078,214.2163848876953,7.868251582745295,11.377601589521518,174.07223931847784,0.03449358217053922,533.8337860107422,136.56231689453125,217.45799255371094,459.117919921875,642.5627822875977,366.12127685546875,508.01303420176043,0.12771199244730397,623.4219010561422,363.58480687653594,19.308211058270246,0.023197086313811,1.0,True
