source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,valid_segment_id,raw_pelvis_mid_x,raw_pelvis_mid_y,path_input_center_x,path_input_center_y,center_status,roi_center_x,roi_center_y,roi_x,roi_y,roi_width,roi_height,translation_camera_motion_status,translation_camera_motion_method,translation_background_dx_px,translation_background_dy_px,translation_background_feature_count,translation_camera_motion_residual_px,translation_affine_scale,translation_affine_inlier_fraction,affine_camera_motion_status,affine_camera_motion_method,affine_background_dx_px,affine_background_dy_px,affine_background_feature_count,affine_camera_motion_residual_px,affine_affine_scale,affine_affine_inlier_fraction,translation_raw_dx,translation_raw_dy,translation_compensated_dx,translation_compensated_dy,translation_compensated_x,translation_compensated_y,translation_projected_heading_deg,translation_normalized_projected_speed_per_s,translation_path_segment_id,translation_path_status,translation_path_rejection_reason,affine_raw_dx,affine_raw_dy,affine_compensated_dx,affine_compensated_dy,affine_compensated_x,affine_compensated_y,affine_projected_heading_deg,affine_normalized_projected_speed_per_s,affine_path_segment_id,affine_path_status,affine_path_rejection_reason,chosen_raw_dx,chosen_raw_dy,chosen_compensated_dx,chosen_compensated_dy,chosen_compensated_x,chosen_compensated_y,chosen_projected_heading_deg,chosen_normalized_projected_speed_per_s,chosen_path_segment_id,chosen_path_status,chosen_path_rejection_reason,chosen_path_validation_status,chosen_path_validation_reason
0,0,0.0,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,548.1552677154541,194.14326095581055,,,,559.0,199.0,507.5,107.0,103.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,33.333333333333336,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,556.3920555114746,190.83094024658203,,,,560.9166666666667,203.0,509.1666666666667,108.0,103.5,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,66.66666666666667,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,563.2040138244629,198.63550567626953,,,,562.8333333333333,207.0,510.8333333333333,109.0,104.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,100.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,561.3482208251953,200.3729248046875,,,,564.75,211.0,512.5,110.0,104.5,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,133.33333333333334,VALID_TARGET,,1.0,571.1079692840576,212.12961959838867,576.1056861877441,212.12961959838867,SUPPORTED,566.6666666666666,215.0,514.1666666666666,111.0,105.0,208.0,INSUFFICIENT_EVIDENCE,translation_median_sparse_flow,0.0,0.0,0.0,,,,INSUFFICIENT_EVIDENCE,partial_affine_ransac_sparse_flow,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,SUPPORTED,
5,5,166.66666666666666,VALID_TARGET,,1.0,576.1056861877441,211.6980018615723,578.2366790771484,212.54692459106445,SUPPORTED,568.5833333333334,219.0,515.8333333333334,112.0,105.5,214.0,SUPPORTED,translation_median_sparse_flow,2.640960693359375,2.0984954833984375,173.0,1.7404438257217407,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.31301037787829067,0.22753750800727493,119.0,0.7544570582258308,1.0086976864728407,0.6878612716763006,2.130992889404297,0.41730499267578125,-0.5099678039550781,-1.6811904907226562,-0.5099678039550781,-1.6811904907226562,106.87450827728908,0.7133869812478454,path_segment_001,SUPPORTED,,2.130992889404297,0.41730499267578125,-2.7136533810150922,-1.2559740728490283,-2.7136533810150922,-1.2559740728490283,155.16364345228783,1.214217972610441,path_segment_001,SUPPORTED,,2.130992889404297,0.41730499267578125,-0.5099678039550781,-1.6811904907226562,-0.5099678039550781,-1.6811904907226562,106.87450827728908,0.7133869812478454,path_segment_001,SUPPORTED,,SUPPORTED,
6,6,200.0,VALID_TARGET,,1.0,580.3676719665527,212.96422958374023,580.3676719665527,212.96422958374023,SUPPORTED,570.5,223.0,517.5,113.0,106.0,220.0,SUPPORTED,translation_median_sparse_flow,2.311920166015625,2.0834426879882812,174.0,1.9995830059051514,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.629468241426414,0.558468958047814,122.0,0.8868654761475423,1.0087765229986219,0.7011494252873564,2.130992889404297,0.41730499267578125,-0.18092727661132812,-1.6661376953125,-0.6908950805664062,-3.3473281860351562,96.19751214295468,0.6805354452786997,path_segment_001,SUPPORTED,,2.130992889404297,0.41730499267578125,-2.8102486517911984,-0.6529039482587677,-5.523902032806291,-1.908878021107796,166.9205300032213,1.1715331178254906,path_segment_001,SUPPORTED,,2.130992889404297,0.41730499267578125,-0.18092727661132812,-1.6661376953125,-0.6908950805664062,-3.3473281860351562,96.19751214295468,0.6805354452786997,path_segment_001,SUPPORTED,,SUPPORTED,
7,7,233.33333333333337,VALID_TARGET,,1.0,583.2899112701416,215.4830436706543,583.2899112701416,214.3937873840332,SUPPORTED,576.125,222.75,525.5,111.25,101.25,223.0,SUPPORTED,translation_median_sparse_flow,2.088958740234375,2.4464263916015625,168.0,2.3292529582977295,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.736585013179878,0.3224580550360364,114.0,0.9794980115260574,1.0091848592286994,0.6785714285714286,2.922239303588867,1.4295578002929688,0.8332805633544922,-1.0168685913085938,0.14238548278808594,-4.36419677734375,50.66683918072843,0.5338431073307035,path_segment_001,SUPPORTED,,2.922239303588867,1.4295578002929688,-1.8421371679040703,-0.3840967048633672,-7.366039200710361,-2.2929747259711633,168.2222282832698,0.7641122926118252,path_segment_001,SUPPORTED,,2.922239303588867,1.4295578002929688,0.8332805633544922,-1.0168685913085938,0.14238548278808594,-4.36419677734375,50.66683918072843,0.5338431073307035,path_segment_001,SUPPORTED,,SUPPORTED,
8,8,266.6666666666667,VALID_TARGET,,1.0,587.5740585327148,214.7928810119629,587.5740585327148,215.0587043762207,SUPPORTED,581.75,222.5,533.5,109.5,96.5,226.0,SUPPORTED,translation_median_sparse_flow,1.5378570556640625,1.124755859375,178.0,1.9060604572296143,,,SUPPORTED,partial_affine_ransac_sparse_flow,1.6145251335316266,3.2435028233715792,109.0,1.25313703784487,0.9987447894912095,0.6123595505617978,4.284147262573242,0.6649169921875,2.7462902069091797,-0.4598388671875,2.8886756896972656,-4.82403564453125,9.50542870606593,1.1306934315406683,path_segment_001,SUPPORTED,,4.284147262573242,0.6649169921875,2.499484225582478,0.16149360229090348,-4.866554975127883,-2.1314811236802598,-3.6967860475808685,1.0170662706237303,path_segment_001,SUPPORTED,,4.284147262573242,0.6649169921875,2.7462902069091797,-0.4598388671875,2.8886756896972656,-4.82403564453125,9.50542870606593,1.1306934315406683,path_segment_001,SUPPORTED,,SUPPORTED,
9,9,300.0,VALID_TARGET,,1.0,591.4801368713379,214.76111221313477,591.4801368713379,215.05905151367188,SUPPORTED,587.375,222.25,541.5,107.75,91.75,229.0,SUPPORTED,translation_median_sparse_flow,1.1334228515625,1.3475875854492188,184.0,2.0521583557128906,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.694388405178768,0.5669286572561546,127.0,1.3176927758101231,1.0065505311257499,0.6902173913043478,3.906078338623047,0.000347137451171875,2.772655487060547,-1.3472404479980469,5.6613311767578125,-6.171276092529297,25.91523635334837,1.251748819529495,path_segment_001,SUPPORTED,,3.906078338623047,0.000347137451171875,0.48994264100747387,-1.2592503005320737,-4.376612334120409,-3.3907314242123334,68.74023921861725,0.5486754248798169,path_segment_001,SUPPORTED,,3.906078338623047,0.000347137451171875,2.772655487060547,-1.3472404479980469,5.6613311767578125,-6.171276092529297,25.91523635334837,1.251748819529495,path_segment_001,SUPPORTED,,SUPPORTED,
