frame_index,source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,human_target_unavailable,human_target_unavailable_reason,human_target_unavailable_note,human_target_unavailable_start_frame,human_target_unavailable_end_frame,human_target_accepted,human_target_accepted_note,human_target_accepted_start_frame,human_target_accepted_end_frame,manual_review_decision,manual_override_applied,automatic_frame_status,automatic_frame_rejection_reason,valid_target_frame,valid_segment_id,backend_pose_count,selected_pose_index,multiple_pose_candidates,competing_pose_count,competing_pose_max_iou,competing_pose_min_center_distance_fraction,competing_pose_proximity_flag,target_overlap_ambiguous_flag,identity_jump_flag,identity_uncertain_flag,pelvis_x,pelvis_y,shoulder_mid_x,shoulder_mid_y,pelvis_jump_px,shoulder_jump_px,body_scale_px,body_scale_relative_change,pose_bbox_x,pose_bbox_y,pose_bbox_width,pose_bbox_height,pose_centroid_x,pose_centroid_y,pose_scale_px,pose_scale_relative_change,roi_center_x,roi_center_y,roi_pose_centroid_distance_px,roi_pose_centroid_distance_fraction,pose_roi_overlap_fraction,pose_centroid_consistent_with_roi
0,0,0,0.0,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,671.1948223114014,268.51440238952637,672.8516178131104,248.4324083328247,,,20.15022224760521,,653.7251777648926,241.30580520629883,30.381916046142578,51.729496002197266,668.9161357879639,267.17055320739746,59.99167925034437,,682.1428571428571,275.7142857142857,15.746158990345808,0.10114340679144919,1.0,True
1,1,1,33.333333333333336,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,671.6580638885498,268.88395500183105,672.8541431427002,248.2456455230713,0.59258914271204,0.1867798822050403,20.672939406946323,0.01749902945498421,657.9748001098633,241.38257217407227,25.64345932006836,50.39017105102539,670.7965297698975,266.57765769958496,56.539865090496974,0.11555656166413182,680.7142857142858,276.0,13.680000635915205,0.08651653083500827,1.0,True
2,2,2,66.66666666666667,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,667.9502429962158,268.36284828186035,672.2527866363525,247.36490535736084,3.744260672446165,1.0664581038288978,21.43421304447215,0.02548519704836025,650.3740177154541,239.9889736175537,34.42141151428223,60.88424873352051,667.5847234725952,270.43109798431396,69.94087012956555,0.44862614076156765,679.2857142857142,276.2857142857143,13.083948870479341,0.0814898597382827,1.0,True
3,3,3,100.0,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,667.1609916687012,269.9709720611572,672.2504062652588,247.2094669342041,1.7913625393883001,0.15545664849081622,23.323555830532513,0.06324962644330752,651.7829132080078,239.62936782836914,32.51712417602539,62.41414260864258,668.0414752960205,270.83643913269043,70.3767615214783,0.0145923587354009,677.8571428571429,276.57142857142856,11.368264314877097,0.06974440821574976,1.0,True
4,4,4,133.33333333333334,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,667.700382232666,268.8433666229248,672.2534828186035,247.22713565826416,1.2499744816697838,0.017934575277754466,22.090544720835158,0.041277576871809676,651.3574504852295,239.80725860595703,32.31138038635254,61.649131774902344,667.5131406784058,270.6318244934082,69.60345358580163,0.02588806987173788,676.4285714285716,276.8571428571429,10.873798517116922,0.06572686399537249,1.0,True
5,5,5,166.66666666666666,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,666.3762283325195,270.10302352905273,671.2694339752197,247.33634090423584,1.8275992647265247,0.9900898504240452,23.28659054479407,0.040040088083868816,646.7270641326904,239.7719211578369,37.168352127075195,63.37421226501465,665.311240196228,271.45902729034424,73.46956635269729,0.1294260576206733,675.0000000000001,277.1428571428571,11.232897592674217,0.06691030357237648,1.0,True
6,6,6,200.0,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,1,1,0,False,0,0.0,,False,False,False,False,666.2470607757568,269.99070930480957,671.3437671661377,247.36021995544434,0.17116875499748152,0.0780745307937561,23.197315883987148,0.0029886524502337588,647.6909198760986,240.33942985534668,35.37802696228027,63.3073673248291,665.3799333572388,271.99311351776123,72.52191082248639,0.03172471333683044,673.5714285714286,277.42857142857144,9.830808539702291,0.057719235156141156,1.0,True
7,7,7,233.33333333333334,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,False,,,,,False,,,,NOT_REVIEWED,False,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,False,,2,1,True,1,0.6611159145746276,0.08368232595744529,True,True,False,False,664.0725269317627,271.05068016052246,667.94016456604,247.14200019836426,2.4191187762564805,3.4105909343941576,24.219487988043504,0.03421930854439907,657.5870552062988,238.27743911743164,23.875263214111328,66.37583541870117,669.5246868133545,271.4653568267822,70.53920697791834,0.06637507944131857,672.1428571428571,277.71428571428567,6.775243767966051,0.03921700595499643,1.0,True
8,8,8,266.6666666666667,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,2,1,0,False,0,0.0,,False,False,False,False,663.0866680145264,270.7628707885742,666.77223777771,247.14513778686523,1.027011216723375,1.1679310028253436,23.90357162892832,0.010575948339703161,654.2922821044922,237.81772422790527,24.98577117919922,70.32534217834473,666.7851676940918,272.98039531707764,74.6320474991848,0.13701623441341168,670.7142857142858,278.0,6.374511713804376,0.03638314654588433,1.0,True
9,9,9,300.0,VALID_TARGET,,False,,,,,False,,,,NOT_REVIEWED,False,VALID_TARGET,,True,2,1,0,False,0,0.0,,False,False,False,False,664.2474708557129,271.41431617736816,667.8056926727295,247.62084197998047,1.3311064310142895,1.1376833915405669,24.05806220128394,0.00517188890369708,655.9533805847168,238.24243927001953,25.043682098388672,71.37516021728516,668.4752216339111,273.9300193786621,75.64125533786624,0.03378530316002694,669.2857142857142,278.2857142857143,4.430460073394974,0.024939590415497735,1.0,True
