source_frame,candidate_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_center_x,bbox_center_y,human_roi_iou,fraction_candidate_inside_roi,candidate_center_inside_roi,pelvis_midpoint_x,pelvis_midpoint_y,pelvis_midpoint_available,distance_candidate_center_to_roi_center,distance_pelvis_to_roi_center,mean_keypoint_confidence,median_keypoint_confidence,supported_keypoint_count,shoulder_midpoint_available,hip_midpoint_available,previous_supported_target_frame,continuity_distance_from_previous_supported_target,body_scale_ratio_vs_previous_supported_target,candidate_rank,accepted_or_rejected,rejection_reason
93,1,346.7642822265625,146.24505615234375,634.2664794921875,565.106689453125,490.515380859375,355.6758728027344,0.39635395872164647,0.7323465655296812,True,500.16485595703125,369.07444763183594,True,67.19723141136754,57.868768897872464,0.7722371220588684,0.9543544054031372,15,True,True,92,13.865730071924729,1.0066593309341452,1,ACCEPTED,
93,2,784.7716674804688,353.06365966796875,970.0463256835938,718.8703002929688,877.4089965820312,535.9669799804688,0.0,0.0,False,887.9501037597656,624.0706481933594,True,364.5662300197459,422.2912845583359,0.7039700150489807,0.8674796223640442,15,True,True,92,465.713261598336,1.0849733823855934,3,REJECTED_NOT_SELECTED,Not selected by current target association.
94,0,505.3350524902344,311.3426513671875,759.3536376953125,717.861572265625,632.3443450927734,514.6021118164062,0.34363008857345745,0.7303886741661583,True,643.0242614746094,517.9819641113281,True,171.1589366481919,179.09554898727959,0.874984860420227,0.9109734296798706,17,True,True,93,209.88181794321756,0.961158337819895,2,REJECTED_NOT_SELECTED,Not selected by current target association.
94,1,346.87725830078125,146.18235778808594,634.3800048828125,565.0372314453125,490.6286315917969,355.6097946166992,0.3987570964319336,0.738771166870246,True,500.21238708496094,369.12501525878906,True,66.25697578815347,57.01602758854167,0.7723110914230347,0.9541570544242859,15,True,True,93,13.81212157445507,1.001765900509833,1,ACCEPTED,
94,2,784.765380859375,353.0345458984375,970.0535888671875,718.86474609375,877.4094848632812,535.9496459960938,0.0,0.0,False,887.9374389648438,624.0863647460938,True,365.31920823106447,422.9828535702632,0.7039498686790466,0.8679404258728027,15,True,True,93,464.34252051313626,1.0805168545148038,3,REJECTED_NOT_SELECTED,Not selected by current target association.
95,0,496.7008972167969,325.55108642578125,741.79443359375,715.7957153320312,619.2476654052734,520.6734008789062,0.3572710955981811,0.7944289161132333,True,603.8619079589844,541.2413024902344,True,171.78899265465944,186.5133571845913,0.6896697282791138,0.8485630750656128,13,True,True,94,206.54578003637243,0.9437541063158765,1,REJECTED_NOT_SELECTED,Not selected by current target association.
95,1,330.7181396484375,223.26380920410156,607.854248046875,580.4853515625,469.28619384765625,401.8745803833008,0.29785539657795435,0.6769487788852621,True,452.8527069091797,395.66644287109375,True,95.70158914251817,108.64858384654023,0.7519304752349854,0.9395732879638672,15,True,True,94,64.67661434778135,0.8564422738141684,2,ACCEPTED,
95,2,707.3399047851562,385.62628173828125,852.1296997070312,718.8213500976562,779.7348022460938,552.2238159179688,0.0,0.0,False,783.6350708007812,617.9540100097656,True,294.43701315022855,343.38209359890806,0.5077157020568848,0.5550084710121155,11,True,True,94,379.31726476213646,0.9062284927711363,4,REJECTED_NOT_SELECTED,Not selected by current target association.
95,3,497.77423095703125,138.6245880126953,642.9901733398438,431.35223388671875,570.3822021484375,284.98841094970703,0.22023245159385407,1.0,True,537.627197265625,299.6044464111328,True,77.41100128847545,64.05508844796796,0.7475177645683289,0.8986490964889526,15,True,True,94,67.34496947617833,0.6854929366872206,3,REJECTED_NOT_SELECTED,Not selected by current target association.
96,0,496.5306091308594,325.49346923828125,741.8150634765625,715.8120727539062,619.1728363037109,520.6527709960938,0.3555209464905751,0.7948056345616501,True,603.8290710449219,541.1990051269531,True,172.11251477600052,186.74436481414716,0.6896821856498718,0.8484713435173035,13,True,True,95,217.6281844669354,1.0294027338765799,1,REJECTED_NOT_SELECTED,Not selected by current target association.
96,1,330.59466552734375,223.7560577392578,608.039306640625,580.4306030273438,469.3169860839844,402.0933303833008,0.2994444691153492,0.6831127659523525,True,452.8270263671875,395.6297302246094,True,95.0472602129557,107.89629261575152,0.7510206699371338,0.939280092716217,15,True,True,95,28.4842904803392,0.933928969691916,2,ACCEPTED,
96,2,707.3557739257812,385.6160583496094,852.1463012695312,718.8133544921875,779.7510375976562,552.2147064208984,0.0,0.0,False,783.5627746582031,617.6426391601562,True,295.11880514978856,343.7029515514018,0.5078516006469727,0.5564314723014832,11,True,True,95,400.4904292327155,0.9876050361492121,4,REJECTED_NOT_SELECTED,Not selected by current target association.
96,3,497.4603576660156,138.630126953125,643.0836181640625,431.8250732421875,570.2719879150391,285.22760009765625,0.21964096161424546,1.0,True,537.49072265625,299.6063232421875,True,77.2491328652264,63.794965148461195,0.7471215128898621,0.8983128666877747,15,True,True,95,100.0680240669711,0.747794781145434,3,REJECTED_NOT_SELECTED,Not selected by current target association.
97,0,496.53546142578125,325.48614501953125,741.6956176757812,715.8212280273438,619.1155395507812,520.6536865234375,0.35351612856292414,0.7954897848027769,True,603.831298828125,541.1447448730469,True,172.46531197459777,186.97626646465596,0.6898415088653564,0.8486183881759644,13,True,True,96,216.86058891190441,1.019801681832829,1,REJECTED_NOT_SELECTED,Not selected by current target association.
97,1,330.63397216796875,223.62184143066406,608.10595703125,580.431884765625,469.3699645996094,402.02686309814453,0.30139915193913774,0.6895348159379556,True,452.8130340576172,395.63841247558594,True,94.25232864809172,107.14842477596979,0.7510891556739807,0.9391850233078003,15,True,True,96,28.092831966215577,0.9256779199722966,2,REJECTED_SELECTED_CANDIDATE,Temporal/body-scale discontinuity suggests target identity uncertainty.
97,2,707.4000244140625,385.642578125,852.1414794921875,718.7886962890625,779.770751953125,552.2156372070312,0.0,0.0,False,783.5230102539062,617.7625122070312,True,295.81060589328837,344.36860043599785,0.5079951882362366,0.5574979186058044,11,True,True,96,399.86697414150734,0.9786430077513287,4,REJECTED_NOT_SELECTED,Not selected by current target association.
97,3,497.34649658203125,138.63571166992188,643.0720825195312,431.9072570800781,570.2092895507812,285.271484375,0.21831008834100157,1.0,True,537.5536193847656,299.5939483642578,True,77.29577852907512,63.50271255236138,0.7472750544548035,0.8985899686813354,15,True,True,96,100.39015865060541,0.7412262920627193,3,REJECTED_NOT_SELECTED,Not selected by current target association.
98,0,289.92919921875,179.96112060546875,517.45751953125,602.4190673828125,403.693359375,391.1900939941406,0.17306295323828041,0.450107150619531,False,427.1927947998047,387.90647888183594,True,152.69637452519137,129.02158514403013,0.7882511615753174,0.9300655126571655,16,True,True,96,43.83902272619925,0.9642545187719845,3,REJECTED_NOT_SELECTED,Not selected by current target association.
98,1,507.91302490234375,314.8037109375,759.5581665039062,717.3316650390625,633.735595703125,516.0676879882812,0.3292866996035989,0.7298222685522073,True,616.2785339355469,595.2109680175781,True,174.8324369619116,242.69703252888957,0.5948786735534668,0.6939107775688171,14,True,True,96,267.9025907156275,1.3846766586019625,1,REJECTED_NOT_SELECTED,Not selected by current target association.
98,2,487.9326171875,117.91754150390625,649.955078125,511.54986572265625,568.94384765625,314.73370361328125,0.32351534895465156,1.0,True,517.3856353759766,311.58921813964844,True,48.654101000833336,60.95909584291967,0.7302370071411133,0.8860984444618225,14,True,True,96,78.02349233310609,0.9052837354378447,2,REJECTED_SELECTED_CANDIDATE,TARGET_OVERLAP_AMBIGUOUS: multiple pose candidates plus a target-continuity jump.
99,0,289.92498779296875,180.09393310546875,517.3350219726562,602.4071044921875,403.6300048828125,391.2505187988281,0.17528607082001385,0.4574274577997956,False,427.0461120605469,387.936279296875,True,151.97061201127872,128.37401146677396,0.788510262966156,0.9304823279380798,16,True,True,96,43.98655669579695,0.9644737561681148,3,REJECTED_NOT_SELECTED,Not selected by current target association.
99,1,507.8371887207031,314.8331604003906,759.601806640625,717.3341064453125,633.7194976806641,516.0836334228516,0.3276400437732549,0.7302283078533123,True,616.4353637695312,595.1667175292969,True,175.28198184069157,242.97705103385206,0.5960010290145874,0.693497896194458,14,True,True,96,267.95254040910135,1.3841685541568391,1,REJECTED_NOT_SELECTED,Not selected by current target association.
99,2,487.90936279296875,117.7642822265625,649.9323120117188,511.50634765625,568.9208374023438,314.63531494140625,0.32136364213127383,1.0,True,517.3946075439453,311.64210510253906,True,48.94825683826818,60.37024533196303,0.7297042012214661,0.884682834148407,14,True,True,96,77.98819641801602,0.9050857697574132,2,REJECTED_SELECTED_CANDIDATE,Temporal/body-scale discontinuity suggests target identity uncertainty.
100,0,289.998779296875,180.1260986328125,517.3778076171875,602.4224243164062,403.68829345703125,391.2742614746094,0.17783896520419695,0.46530389222586166,False,426.9725341796875,387.9689178466797,True,151.11881095109834,127.65607496296913,0.7883313894271851,0.9304355978965759,16,True,True,96,44.06695683030117,0.9648293133367061,3,REJECTED_NOT_SELECTED,Not selected by current target association.
100,1,507.8837890625,314.8553771972656,759.5693359375,717.3055419921875,633.7265625,516.0804595947266,0.32578090661739023,0.7306555029814863,True,616.5619812011719,595.1609497070312,True,175.72809159931467,243.28978166420436,0.5964447855949402,0.6943117380142212,14,True,True,96,268.01787174285283,1.3840238104527118,1,REJECTED_NOT_SELECTED,Not selected by current target association.
100,2,487.88470458984375,117.77667236328125,649.9494018554688,511.4871826171875,568.9170532226562,314.6319274902344,0.3192064816543833,1.0,True,517.3703765869141,311.66212463378906,True,49.17164375854057,59.83357792898855,0.729292094707489,0.883862316608429,14,True,True,96,77.95736366786905,0.9052406832713721,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
101,0,257.7301330566406,162.67662048339844,485.6424865722656,610.67138671875,371.6863098144531,386.6740036010742,0.126041633926281,0.33257957326267895,False,405.49749755859375,364.9161071777344,True,181.04708631763975,145.4143610661537,0.8316760063171387,0.9334477186203003,17,True,True,96,62.968636659360556,0.8713621479330121,3,REJECTED_NOT_SELECTED,Not selected by current target association.
101,1,469.9452209472656,106.79400634765625,643.9481201171875,508.0999755859375,556.9466705322266,307.4469909667969,0.3469400316072754,1.0,True,516.4925842285156,301.3973083496094,True,53.51708379688538,68.46241862123091,0.7883939146995544,0.9416319131851196,16,True,True,96,85.6536041743611,0.8613366787395976,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
101,2,481.2578125,307.045166015625,701.353271484375,720.0,591.3055419921875,513.5225830078125,0.4201315314132644,0.9509597257735419,True,567.9825439453125,552.9787902832031,True,158.1688235849381,193.12490720870505,0.5813828110694885,0.6717610955238342,13,True,True,96,206.6920900995199,1.1711407154353204,1,REJECTED_NOT_SELECTED,Not selected by current target association.
102,0,257.4937744140625,162.6729736328125,485.5687255859375,610.3749389648438,371.53125,386.5239562988281,0.1284015278278682,0.33962168716758506,False,405.49365234375,364.85630798339844,True,180.3671698829962,144.58870128358973,0.831691324710846,0.9331459403038025,17,True,True,96,62.97925393065263,0.8706814418380413,3,REJECTED_NOT_SELECTED,Not selected by current target association.
102,1,469.91143798828125,106.91162109375,643.9380493164062,508.49285888671875,556.9247436523438,307.7022399902344,0.34486201115265347,1.0,True,516.4402313232422,301.48634338378906,True,53.29537629499591,67.93953849351462,0.7886252403259277,0.9416006207466125,16,True,True,96,85.550566812202,0.8613580296377289,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
102,2,481.3169860839844,307.074951171875,701.3341064453125,720.0,591.3255462646484,513.5374755859375,0.4175393763371548,0.9515718200422709,True,568.066162109375,553.0113525390625,True,158.46771487304719,193.30750863868263,0.5819768905639648,0.6729719638824463,13,True,True,96,206.76102605370534,1.1710281767712098,1,REJECTED_NOT_SELECTED,Not selected by current target association.
103,0,257.84661865234375,162.66981506347656,485.72027587890625,610.129638671875,371.783447265625,386.3997268676758,0.13125660544264248,0.34819609430414694,False,405.48724365234375,364.8810729980469,True,179.28798831417575,143.7681742447752,0.8319717049598694,0.9314452409744263,17,True,True,96,62.982799448605874,0.8710220595462871,3,REJECTED_NOT_SELECTED,Not selected by current target association.
103,1,469.9622802734375,106.836181640625,643.943603515625,508.174072265625,556.9529418945312,307.505126953125,0.34223210226601647,1.0,True,516.3966827392578,301.1531524658203,True,53.5418535713425,67.78688169658282,0.7883972525596619,0.9416555166244507,16,True,True,96,85.80103204876247,0.8595168099428324,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
103,2,481.1074523925781,307.08001708984375,701.324462890625,720.0,591.2159576416016,513.5400085449219,0.41552271999774404,0.9521949468843592,True,568.2237854003906,552.7156982421875,True,158.72435824647332,193.17494839387098,0.5818204879760742,0.6732070446014404,13,True,True,96,206.57868423923233,1.1701052807219698,1,REJECTED_NOT_SELECTED,Not selected by current target association.
104,0,226.85682678222656,157.0526123046875,498.857666015625,603.4815673828125,362.8572463989258,380.26708984375,0.14769628591161513,0.34638155997537323,False,387.11883544921875,369.08982849121094,True,186.56012180690388,161.4724010918748,0.8271186947822571,0.9469109177589417,16,True,True,96,80.99645680973018,0.9089525676868949,3,REJECTED_NOT_SELECTED,Not selected by current target association.
104,1,446.5882568359375,103.37567138671875,667.7203369140625,423.07476806640625,557.154296875,263.2252197265625,0.34416782384311384,1.0,True,502.66119384765625,322.45111083984375,True,97.58571042603756,59.408350885945,0.6811829805374146,0.722927987575531,16,True,True,96,60.46986095104822,1.0484058509066967,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
104,2,434.0766906738281,310.3604736328125,674.818359375,712.4754638671875,554.4475250244141,511.41796875,0.47127959366677774,1.0,True,542.4709777832031,568.0486450195312,True,151.12703151414016,207.71841029671512,0.6164714694023132,0.7635170817375183,14,True,True,96,209.6535040584353,1.1945887036668277,1,REJECTED_NOT_SELECTED,Not selected by current target association.
105,0,226.7342529296875,157.06134033203125,498.88653564453125,603.4514770507812,362.8103942871094,380.25640869140625,0.1501006722546479,0.352666202576783,False,387.0527648925781,369.10105895996094,True,185.78740496200786,160.71374668339308,0.8270249366760254,0.9470090270042419,16,True,True,96,81.062074938919,0.9091293594651063,3,REJECTED_NOT_SELECTED,Not selected by current target association.
105,1,446.5731506347656,103.30641174316406,667.8336181640625,422.9522705078125,557.2033843994141,263.1293411254883,0.3420081301361581,1.0,True,502.62013244628906,322.5722351074219,True,97.69735544382011,58.682147324607385,0.680940568447113,0.7213131785392761,16,True,True,96,60.34703965227342,1.0486901821594266,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
105,2,434.75213623046875,310.3651428222656,674.8218383789062,712.4693603515625,554.7869873046875,511.41725158691406,0.4668093047528037,1.0,True,542.6355743408203,568.0099182128906,True,151.2451470154289,207.72113134146304,0.6170579791069031,0.76486736536026,14,True,True,96,209.67578356010236,1.1949902893831303,1,REJECTED_NOT_SELECTED,Not selected by current target association.
106,0,226.65899658203125,157.0665283203125,498.90228271484375,603.453125,362.7806396484375,380.25982666015625,0.1524924277829455,0.3589753413450517,False,387.0295867919922,369.02142333984375,True,184.99931853315357,159.90736141715414,0.8265795111656189,0.9464633464813232,16,True,True,96,81.08816718092025,0.9086031818479525,3,REJECTED_NOT_SELECTED,Not selected by current target association.
106,1,446.5732116699219,103.30720520019531,667.792236328125,422.78851318359375,557.1827239990234,263.04785919189453,0.3394961976222668,1.0,True,502.5946960449219,322.5980224609375,True,97.79496868160734,58.00818941461909,0.6809822916984558,0.7223492860794067,16,True,True,96,60.31133320946603,1.0489027494375176,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
106,2,433.5608215332031,310.36175537109375,674.820068359375,712.3717651367188,554.1904449462891,511.36676025390625,0.46589475586665613,1.0,True,542.3830718994141,568.2392578125,True,151.27329073453984,208.0048725746418,0.6151843667030334,0.7595236301422119,14,True,True,96,209.800561764648,1.196774155568863,1,REJECTED_NOT_SELECTED,Not selected by current target association.
107,0,1156.7470703125,103.75225830078125,1279.6767578125,509.0087890625,1218.2119140625,306.3805236816406,0.0,0.0,False,1259.3155517578125,324.2662048339844,True,674.4957752017367,714.3527995622273,0.6127595901489258,0.6851614713668823,16,True,True,96,792.6953101680313,0.9674647761508368,5,REJECTED_NOT_SELECTED,Not selected by current target association.
107,1,232.482421875,161.2382049560547,496.15234375,533.1076049804688,364.3173828125,347.1729049682617,0.13239348841947915,0.36679441608776286,False,357.1234130859375,384.3703155517578,True,182.0179495351067,190.28409741664927,0.7253756523132324,0.859705924987793,15,True,True,96,111.62066998076014,0.9835928099088241,4,REJECTED_NOT_SELECTED,Not selected by current target association.
107,2,415.9415283203125,331.0533752441406,676.305419921875,714.3341064453125,546.1234741210938,522.6937408447266,0.4761952202780768,1.0,True,520.5014495849609,574.8478088378906,True,162.48206759612327,216.1296628451802,0.6948557496070862,0.9029331207275391,14,True,True,96,209.4739334224248,1.1502194610609207,1,REJECTED_NOT_SELECTED,Not selected by current target association.
107,3,423.3799743652344,107.21337890625,634.6754150390625,425.1285400390625,529.0276947021484,266.17095947265625,0.32054474161959223,1.0,True,495.48973083496094,322.8932342529297,True,95.5367972701031,62.69466582290026,0.6773653030395508,0.754417896270752,15,True,True,96,56.28600855858624,1.0226475521262455,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
107,4,225.396484375,464.1324462890625,537.432861328125,720.0,381.4146728515625,592.0662231445312,0.13772188872861324,0.43878123239854433,False,329.65623474121094,685.8146362304688,True,284.2555865847768,390.85106878335733,0.562881588935852,0.5389840006828308,16,True,True,96,342.9401968956234,0.7324080512934206,3,REJECTED_NOT_SELECTED,Not selected by current target association.
108,0,1156.745849609375,103.90008544921875,1279.679443359375,508.99835205078125,1218.212646484375,306.44921875,0.0,0.0,False,1259.0021362304688,323.7704772949219,True,688.4035972654008,727.9993563812139,0.6138948202133179,0.6850481629371643,16,True,True,96,792.4125097680219,0.9651531375872855,5,REJECTED_NOT_SELECTED,Not selected by current target association.
108,1,232.49493408203125,161.2424774169922,494.9412841796875,533.0079956054688,363.7181091308594,347.12523651123047,0.15157255928925065,0.41070085041417004,False,357.7434997558594,385.2731018066406,True,168.72287479223615,175.95326763002112,0.7231919765472412,0.8573437333106995,15,True,True,96,111.10826771361897,0.9884231549000132,4,REJECTED_NOT_SELECTED,Not selected by current target association.
108,2,417.83544921875,331.7889404296875,676.291259765625,714.1876220703125,547.0633544921875,522.98828125,0.4777445782486043,1.0,True,520.2218322753906,575.1290893554688,True,163.34513859330144,215.10113563344123,0.6912178993225098,0.9020920395851135,14,True,True,96,209.6765349209752,1.1495975930631015,1,REJECTED_NOT_SELECTED,Not selected by current target association.
108,3,423.43865966796875,107.25225830078125,634.5050659179688,425.07073974609375,528.9718627929688,266.1614990234375,0.3242584813101499,1.0,True,495.849609375,322.1065216064453,True,94.23110603659946,52.56918440895968,0.6769705414772034,0.7549118995666504,15,True,True,96,57.14840365671512,1.0183858311729752,2,REJECTED_SELECTED_CANDIDATE,Valid-looking pose segment is too short to establish target identity continuity.
108,4,225.5467529296875,464.7420349121094,538.2416381835938,720.0,381.8941955566406,592.3710174560547,0.15374289406159844,0.47863232085389906,False,329.5318603515625,685.0789184570312,True,276.3038462479522,382.6395755398906,0.5600037574768066,0.5333805084228516,16,True,True,96,342.3174992587171,0.7278560294637672,3,REJECTED_NOT_SELECTED,Not selected by current target association.
109,0,1156.742431640625,103.89569091796875,1279.679443359375,508.9942626953125,1218.2109375,306.4449768066406,0.0,0.0,False,1259.0083618164062,323.738525390625,True,702.3161236747379,741.9420445686009,0.6141053438186646,0.6852379441261292,16,True,True,96,792.4206709191178,0.9652651762129175,5,REJECTED_NOT_SELECTED,Not selected by current target association.
109,1,232.49288940429688,161.24424743652344,494.9530334472656,533.0408935546875,363.72296142578125,347.14257049560547,0.17363596934101957,0.457532447786012,False,357.75794982910156,385.2429504394531,True,154.82930501175125,162.12091231839068,0.7232975363731384,0.857390820980072,15,True,True,96,111.09033405287923,0.9882744680465042,4,REJECTED_NOT_SELECTED,Not selected by current target association.
109,2,418.2357177734375,331.85675048828125,676.2862548828125,714.1727905273438,547.260986328125,523.0147705078125,0.44210604910612605,0.9410892573326055,True,520.1504516601562,575.1953125,True,165.15089485824177,214.72537574973094,0.6913052797317505,0.9015262722969055,14,True,True,96,209.72293663583844,1.1486561928264707,1,REJECTED_NOT_SELECTED,Not selected by current target association.
109,3,423.4371337890625,107.25511169433594,634.506103515625,425.119873046875,528.9716186523438,266.18749237060547,0.32856685335262853,1.0,True,495.86094665527344,322.09027099609375,True,94.932310582791,44.30516893055985,0.6770925521850586,0.7550627589225769,15,True,True,96,57.16811654042936,1.018362398038741,2,REJECTED_SELECTED_CANDIDATE,Temporal/body-scale discontinuity suggests target identity uncertainty.
109,4,225.58180236816406,465.08441162109375,538.1414794921875,720.0,381.8616409301758,592.5422058105469,0.16959792989255504,0.5166240942280832,True,329.47425842285156,685.4393920898438,True,269.03480743551245,375.67425831313625,0.5605836510658264,0.5344237685203552,16,True,True,96,342.67046026345037,0.7306692727739075,3,REJECTED_NOT_SELECTED,Not selected by current target association.
110,0,955.6824340820312,112.97132873535156,1210.623779296875,526.4761962890625,1083.1531066894531,319.72376251220703,0.0,0.0,False,1123.0567626953125,332.32237243652344,True,580.5638618992473,619.6718772586182,0.865971565246582,0.9684880971908569,16,True,True,96,656.1987019835967,0.9993641295463511,6,REJECTED_NOT_SELECTED,Not selected by current target association.
110,1,417.5628662109375,370.2328796386719,642.99951171875,720.0,530.2811889648438,545.1164398193359,0.38630050221007856,0.9908263545979048,True,494.52854919433594,570.6073303222656,True,186.35898778213488,210.2067530520227,0.5963813662528992,0.8047354817390442,13,True,True,96,200.31947365039525,1.1557089584954507,2,REJECTED_NOT_SELECTED,Not selected by current target association.
110,2,238.08721923828125,137.13018798828125,460.118896484375,610.85205078125,349.1030578613281,373.9911193847656,0.17737058165644076,0.43928524121682416,False,313.8466033935547,376.53125,True,155.5043888465994,190.84932669981063,0.7906965613365173,0.9632004499435425,16,True,True,96,154.28006484145135,1.0535511836913665,4,REJECTED_SELECTED_CANDIDATE,TARGET_OVERLAP_AMBIGUOUS: multiple pose candidates plus a target-continuity jump.
110,3,124.43499755859375,475.1451721191406,321.6603698730469,719.8677978515625,223.0476837158203,597.5064849853516,0.0,0.0,False,227.9132843017578,710.46044921875,True,367.51741129919475,445.68214122837117,0.4876517653465271,0.5771797895431519,10,True,True,96,414.9660050705403,1.0067737590130608,5,REJECTED_NOT_SELECTED,Not selected by current target association.
110,4,420.0111083984375,108.97308349609375,707.3048095703125,519.4743041992188,563.657958984375,314.22369384765625,0.40790875843079083,0.7847978911603956,True,486.0454559326172,317.9908142089844,True,75.5483694425903,46.26387334216638,0.7719328999519348,0.8383225798606873,15,True,True,96,56.966456505054076,1.0178942350904798,1,REJECTED_NOT_SELECTED,Not selected by current target association.
110,5,419.91259765625,109.237060546875,587.0406494140625,493.41485595703125,503.47662353515625,301.3259582519531,0.3186118455069029,1.0,True,479.48472595214844,312.3416748046875,True,59.29210798999548,54.156121484216314,0.742978572845459,0.8829227089881897,15,True,True,96,60.785396467889626,0.971895584292941,3,REJECTED_NOT_SELECTED,Not selected by current target association.
111,0,955.4260864257812,113.19416809082031,1210.448974609375,526.1687622070312,1082.9375305175781,319.6814651489258,0.0,0.0,False,1123.4929809570312,331.8288879394531,True,594.2726923663721,634.0672972086305,0.866481602191925,0.968319296836853,16,True,True,96,656.6641578668913,0.9960035857788192,6,REJECTED_NOT_SELECTED,Not selected by current target association.
111,1,417.7737121582031,369.7392883300781,643.11181640625,720.0,530.4427642822266,544.8696441650391,0.3599562151947356,0.9315415265164079,True,494.61183166503906,570.70849609375,True,188.49069350617594,210.00727182475657,0.5934653282165527,0.7962997555732727,13,True,True,96,200.43076812416172,1.1602702012871449,2,REJECTED_NOT_SELECTED,Not selected by current target association.
