frame_index,source_frame_index,analysis_frame_index,timestamp_ms,observed_landmark_count,observed_fraction,median_confidence,core_observed_count,lower_limb_observed_count,core_median_confidence,lower_limb_median_confidence,human_target_unavailable,human_target_unavailable_reason,human_target_unavailable_note,human_target_unavailable_start_frame,human_target_unavailable_end_frame,pelvis_x,pelvis_y,shoulder_mid_x,shoulder_mid_y,body_scale_px,backend_pose_count,selected_pose_index,multiple_pose_candidates,pose_bbox_x,pose_bbox_y,pose_bbox_width,pose_bbox_height,pose_centroid_x,pose_centroid_y,roi_center_x,roi_center_y,roi_pose_centroid_distance_px,roi_pose_centroid_distance_fraction,pose_roi_overlap_fraction,pose_scale_px,pose_scale_relative_change,pose_centroid_consistent_with_roi,pelvis_jump_px,shoulder_jump_px,body_scale_reference_px,body_scale_relative_change,identity_jump_flag,target_overlap_ambiguous_flag,identity_uncertain_flag,frame_status,frame_rejection_reason,valid_target_frame,valid_segment_id
10,10,10,508.235294117647,17,1.0,0.979875922203064,4,6,0.9951994717121124,0.994157999753952,False,,,,,1258.0041961669922,479.9385223388672,1267.85302734375,318.96923065185547,161.2703083080284,2,0,True,1142.1584167480469,261.93504333496094,162.720947265625,454.12501525878906,1223.5188903808594,488.99755096435547,1228.0278422273782,505.3010761903294,16.915542602831106,0.018621869458490023,1.0,482.397798671198,0.019972787235447296,True,16.92549570461615,12.690688948690987,169.88048541790326,0.012842550736834856,False,False,False,VALID_TARGET,,True,1
11,11,11,559.0588235294117,17,1.0,0.9631934762001038,4,6,0.9858021140098572,0.9819574952125549,False,,,,,1263.068130493164,484.1224365234375,1281.9849243164062,316.26405334472656,168.92093384753116,2,1,True,1139.4316101074219,256.4639587402344,177.34780883789062,471.2184143066406,1228.1055145263672,492.0731658935547,1228.7703016241298,506.1193039135595,14.061861013478158,0.015623015894435325,1.0,503.48688094255823,0.1241406993833424,True,6.56875701816032,14.388484851045856,169.88048541790326,0.04503534070250823,False,False,False,VALID_TARGET,,True,1
12,12,12,609.8823529411765,17,1.0,0.9674244523048401,4,6,0.990291953086853,0.9872143268585205,False,,,,,1272.1418685913086,478.53269958496094,1290.2518310546875,315.7577133178711,163.7793237703596,2,1,True,1133.3905944824219,256.0500183105469,194.265380859375,457.3968200683594,1230.5232849121094,484.74842834472656,1229.5127610208817,506.9375316367897,22.212101733978,0.02489333186635128,1.0,496.94153500093466,0.0385291219619612,True,10.657292438283228,8.282398640625548,169.88048541790326,0.03026604300384044,False,False,False,VALID_TARGET,,True,1
13,13,13,660.7058823529411,17,1.0,0.969459056854248,4,6,0.9908023774623871,0.9881330728530884,False,,,,,1291.747085571289,477.56689453125,1302.350601196289,320.4900207519531,157.43436352933492,2,1,True,1154.9287109375,253.3935546875,180.33554077148438,463.43548583984375,1245.0964813232422,485.1112976074219,1230.2552204176334,507.7557593600198,27.074613078181233,0.030591511288860875,1.0,497.28599095586407,0.0020276369830357216,True,19.628991625498443,12.991342216644805,169.88048541790326,0.03734955327809544,False,False,False,VALID_TARGET,,True,1
14,14,14,711.5294117647059,17,1.0,0.9213749170303345,4,6,0.9769261479377747,0.9768509566783905,False,,,,,1308.639663696289,474.0183410644531,1309.2806701660156,323.6868209838867,150.3328866849432,3,0,True,1170.7272338867188,252.5567626953125,172.63217163085938,441.60528564453125,1257.0433197021484,473.3594055175781,1230.9976798143853,508.57398708324985,43.80002410967814,0.04986777746862073,1.0,474.1488110194673,0.13619680847673393,True,17.261269577176083,7.63186659003272,169.88048541790326,0.041802781684560225,False,False,False,VALID_TARGET,,True,1
15,15,15,762.3529411764706,17,1.0,0.9280490279197693,4,6,0.9853490591049194,0.916790783405304,False,,,,,1297.6754913330078,482.8173522949219,1304.5296020507812,321.1810836791992,161.78152603355412,2,1,True,1197.9003601074219,253.54928588867188,134.4373779296875,391.6513366699219,1265.1190490722656,449.3749542236328,1231.740139211137,509.3922148064799,68.67476386116465,0.07874075966922921,1.0,414.08233251365135,0.3535808033397914,True,14.05829556687636,5.37134691448051,169.88048541790326,0.06739231595934905,False,False,False,VALID_TARGET,,True,1
16,16,16,813.1764705882352,17,1.0,0.9553055763244629,4,6,0.9892177283763885,0.975060760974884,False,,,,,1314.9537658691406,490.8335266113281,1307.1604843139648,329.0125198364258,162.00855986966008,2,0,True,1230.2400817871094,259.5422821044922,135.39944458007812,481.68251037597656,1297.9398040771484,500.38353729248047,1232.4825986078886,510.21044252971006,66.19073813145154,0.07638266030477517,1.0,500.3509272447653,0.5078193326260787,True,19.04725233772543,8.26153337870456,169.88048541790326,0.0013364327017753716,False,False,False,VALID_TARGET,,True,1
17,17,17,864.0,17,1.0,0.9678173065185547,4,6,0.99077507853508,0.9720732271671295,False,,,,,1318.0998458862305,493.26292419433594,1311.294792175293,326.0893020629883,167.31206977538517,2,0,True,1233.4443054199219,256.2408447265625,123.16384887695312,484.939453125,1295.0262298583984,498.7105712890625,1233.2250580046402,511.02867025294023,63.01682636075575,0.07314368153601306,1.0,500.3354943109264,9.084583082588915e-05,True,3.9748952300980505,5.063368803788682,169.88048541790326,0.031219064936614374,False,False,False,VALID_TARGET,,True,1
18,18,18,914.8235294117646,17,1.0,0.9599085450172424,4,6,0.9951555132865906,0.9483306109905243,False,,,,,1316.0480499267578,492.43165588378906,1311.9536743164062,326.27284240722656,166.20925126952991,1,0,False,1225.9393463134766,258.4031982421875,116.67060852050781,486.6422119140625,1284.2746505737305,501.72430419921875,1233.967517401392,511.8468979761702,51.31544166030909,0.059869922056768894,1.0,500.43248626478766,0.0005709422928871346,True,2.2137916937751334,0.683968371959646,169.88048541790326,0.006491731543751703,False,False,False,VALID_TARGET,,True,1
19,19,19,965.6470588235293,17,1.0,0.9848799705505371,4,6,0.9979767203330994,0.9927168488502502,False,,,,,1331.540870666504,493.19935607910156,1311.8432235717773,329.6872329711914,164.69429772862435,1,0,False,1220.318374633789,260.290771484375,145.34083557128906,408.01495361328125,1292.9887924194336,464.2982482910156,1252.5290023201856,502.7554788291691,55.82072371028426,0.06599383089191775,1.0,433.1283422458158,0.39618525843862956,True,15.511829616901727,3.416176560173851,169.88048541790326,0.008917760843329382,False,False,False,VALID_TARGET,,True,1
20,20,20,1016.470588235294,17,1.0,0.9853101968765259,4,6,0.9975284934043884,0.9901617765426636,False,,,,,1328.821891784668,488.20465087890625,1312.1049118041992,326.9290237426758,162.13970928755185,2,0,True,1217.1405334472656,260.37359619140625,151.05023193359375,405.24114990234375,1292.6656494140625,462.9941711425781,1271.0904872389792,493.6640596821678,37.49839577784628,0.04488978956445173,1.0,432.4772388708639,0.00383271435415432,True,5.686820394273755,2.770595401580109,169.88048541790326,0.015037562641690422,False,False,False,VALID_TARGET,,True,1
21,21,21,1067.2941176470588,17,1.0,0.9830908179283142,4,6,0.9967437386512756,0.9855078160762787,False,,,,,1355.478858947754,492.8772735595703,1318.855079650879,326.8313751220703,170.03688305159787,2,0,True,1213.2556686401367,258.70326232910156,180.32843780517578,421.6431121826172,1303.4198875427246,469.52481842041016,1273.7633410672852,495.30051512862804,39.29245843217159,0.04662387955185474,1.0,458.58615279170635,0.15368989473166933,True,27.063394115478165,6.750874107214149,169.88048541790326,0.04648664468210752,False,False,False,VALID_TARGET,,True,1
22,22,22,1118.1176470588234,17,1.0,0.979205310344696,4,6,0.9943795204162598,0.9828694760799408,False,,,,,1379.4781188964844,484.4290466308594,1340.7202224731445,321.00687408447266,167.95529469160337,2,0,True,1220.8192596435547,253.1226043701172,214.4900665283203,489.3125762939453,1328.0642929077148,497.77889251708984,1276.4361948955916,496.93697057508825,51.6349623501928,0.06073341498210639,1.0,534.2591000242685,0.4454481457738239,True,25.442818560956155,22.627622123746235,169.88048541790326,0.012253251778000424,False,False,False,VALID_TARGET,,True,1
23,23,23,1168.941176470588,17,1.0,0.9798396229743958,4,6,0.9948485791683197,0.9893763363361359,False,,,,,1383.664077758789,480.9217987060547,1348.8246459960938,317.3439178466797,167.24685082832318,1,0,False,1210.5270080566406,251.97406005859375,220.53671264648438,462.80645751953125,1320.7953643798828,483.3772888183594,1279.109048723898,498.57342602154847,44.369713756892224,0.05173393423295472,1.0,512.6658353612962,0.12710856464680562,True,5.461047482210161,8.893757869389015,169.88048541790326,0.0041702486400214496,False,False,False,VALID_TARGET,,True,1
24,24,24,1219.764705882353,17,1.0,0.9805795550346375,4,6,0.9971961081027985,0.990387350320816,False,,,,,1385.7462005615234,477.6569061279297,1351.8508987426758,317.55420684814453,163.65135441561154,1,0,False,1219.3975830078125,252.9028778076172,215.04071044921875,456.27125549316406,1326.9179382324219,481.0385055541992,1281.781902552204,500.20988146800863,49.038794554459585,0.056683179931077764,1.0,504.40654807388546,0.04861822278817395,True,3.872306665588633,3.0335502551189704,169.88048541790326,0.02116485836420102,False,False,False,VALID_TARGET,,True,1
25,25,25,1270.5882352941176,17,1.0,0.9783031344413757,4,6,0.997584193944931,0.9875791072845459,False,,,,,1386.7570495605469,486.6510772705078,1362.7657470703125,318.63118743896484,169.72408778420865,1,0,False,1206.0281295776367,256.0699005126953,263.63004302978516,467.52207946777344,1337.8431510925293,489.83094024658203,1284.4547563805104,501.8463369144689,54.72376491994128,0.06270995610355123,1.0,536.728697181134,0.19026404962133542,True,9.050797215760156,10.967853081087371,169.88048541790326,0.03574709216104655,False,False,False,VALID_TARGET,,True,1
26,26,26,1321.4117647058822,17,1.0,0.9719036221504211,4,6,0.998123049736023,0.9888250529766083,False,,,,,1394.631851196289,494.2349853515625,1378.4432525634766,320.0916976928711,174.89412615142922,1,0,False,1214.8599700927734,261.4557800292969,303.6211395263672,450.3592834472656,1366.670539855957,486.6354217529297,1303.0162412993038,500.3311003899687,65.11099245187857,0.07252082041032877,1.0,543.1475679356618,0.03778462687304833,True,10.93289360527095,15.745388807201767,169.88048541790326,0.03043338588597954,False,False,False,VALID_TARGET,,True,1
27,27,27,1372.235294117647,17,1.0,0.9725027084350586,4,6,0.9983487129211426,0.9926801919937134,False,,,,,1405.1829833984375,489.77674865722656,1375.824203491211,320.3594284057617,171.94233439972942,2,0,True,1212.8080139160156,257.99937438964844,309.1371765136719,455.9084014892578,1367.3766021728516,485.95357513427734,1321.5777262180975,498.8158638654685,47.57074216494291,0.051405797510356364,1.0,550.8341533087208,0.045247017950002896,True,11.454355729151123,2.6326978135669794,169.88048541790326,0.017375696475309926,False,False,False,VALID_TARGET,,True,1
28,28,28,1423.0588235294117,17,1.0,0.9796182513237,4,6,0.999209076166153,0.9937050342559814,False,,,,,1419.6492309570312,485.63951110839844,1401.4891204833984,320.47767639160156,166.15721849932694,2,0,True,1241.387924194336,260.1582794189453,298.8771209716797,456.94175720214844,1390.8264846801758,488.62915802001953,1340.139211136891,497.3006273409683,51.42367236434927,0.05383797184934249,1.0,546.006687610424,0.02841683484963748,True,15.046230523355442,25.665189397353565,169.88048541790326,0.03405403443586343,False,False,False,VALID_TARGET,,True,1
29,29,29,1473.8823529411764,17,1.0,0.973427414894104,4,6,0.9992808699607849,0.9944932758808136,False,,,,,1424.4823760986328,475.3049621582031,1416.356948852539,323.5116195678711,152.01066220064126,2,1,True,1284.3852844238281,265.7731628417969,258.83319091796875,369.7876281738281,1413.8018798828125,450.66697692871094,1376.5197215777262,500.93719499976885,62.5863735392716,0.06005554847778661,1.0,451.3729175207602,0.5570608646241283,True,11.408864709679479,15.174225898247832,169.88048541790326,0.08327358062278536,False,True,False,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: multiple pose candidates plus a target-continuity jump.,False,
30,30,30,1524.7058823529412,17,1.0,0.9489956498146057,4,6,0.9967748522758484,0.9905171990394592,False,,,,,1438.3419342041016,472.9695587158203,1440.953353881836,315.6234130859375,157.36781455340082,3,1,True,1390.8238220214844,255.34133911132812,66.70993041992188,357.76806640625,1424.1787872314453,434.2253723144531,1384.6867749419953,503.8464491268092,80.04194757239517,0.0776475531236777,1.0,363.934340447144,0.5147064235101444,True,14.054944329934502,25.830349240125262,169.88048541790326,0.03153483073456641,False,False,False,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,False,
31,31,31,1575.5294117647059,17,1.0,0.9663289785385132,4,6,0.9966329038143158,0.9888603985309601,False,,,,,1447.9371185302734,475.04090881347656,1449.7864379882812,320.41969299316406,154.63227465251043,4,1,True,1365.0367736816406,244.9213104248047,128.941162109375,383.61439514160156,1429.5073547363281,436.72850799560547,1392.8538283062644,506.7557032538496,79.03979425261448,0.07745331574610534,1.0,404.7046175248967,0.23999388144823403,True,9.816213805753977,10.051252448327125,169.88048541790326,0.016102731836214166,False,False,False,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,False,
32,32,32,1626.3529411764705,17,1.0,0.970952033996582,4,6,0.9951318502426147,0.9708551466464996,False,,,,,1464.5862121582031,493.55059814453125,1454.3333892822266,331.29271697998047,162.58148842022462,3,0,True,1355.4561462402344,231.59716796875,114.12103271484375,386.9005126953125,1412.5166625976562,425.04742431640625,1401.0208816705335,509.66495738089,85.39484692323884,0.0844565682605218,1.0,403.38023852414744,0.007795945470083417,True,24.895801207507436,11.785474818071433,169.88048541790326,0.04679297771111995,False,False,False,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,False,
33,33,33,1677.1764705882354,17,1.0,0.9648758172988892,4,6,0.9945598542690277,0.9660502374172211,False,,,,,1480.680160522461,504.2389831542969,1461.7835083007812,320.59083557128906,184.61778239340146,3,0,True,1331.7052307128906,231.71900939941406,155.27972412109375,491.0496063232422,1409.3450927734375,477.24381256103516,1409.1879350348026,512.5742115079304,35.3307484820459,0.035234069583895695,1.0,515.0160275111194,0.6571431010003871,True,19.31985372792401,13.039729256250876,169.88048541790326,0.12971645282839822,False,True,False,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: multiple pose candidates plus a target-continuity jump.,False,
34,34,34,1728.0,17,1.0,0.974617600440979,4,6,0.9963794350624084,0.9854512810707092,False,,,,,1501.0848846435547,500.2048645019531,1464.1870422363281,318.31478118896484,185.5948630267399,2,0,True,1290.6945190429688,230.6774139404297,214.44244384765625,460.52125549316406,1397.9157409667969,460.9380416870117,1417.354988399072,515.4834656349708,57.90585129670233,0.05817278588178463,1.0,508.0013666166217,0.04129174035052819,True,20.79968460720337,3.3101962072697035,169.88048541790326,0.00575157665069551,False,False,False,VALID_TARGET,,True,2
35,35,35,1778.8235294117644,17,1.0,0.965912401676178,4,6,0.996906965970993,0.9792508780956268,False,,,,,1501.137939453125,493.8711395263672,1475.6397399902344,306.12134552001953,189.47333143552243,2,0,True,1258.3171081542969,242.1187744140625,279.5306701660156,479.6173095703125,1398.0824432373047,481.92742919921875,1422.3665893271464,519.1200332937713,44.41857213651623,0.04365525221844656,1.0,555.1307586532445,0.27742675634982583,True,6.3339471800118154,16.728543249638836,169.88048541790326,0.02283057055812837,False,False,False,VALID_TARGET,,True,2
36,36,36,1829.6470588235293,17,1.0,0.9717195630073547,4,6,0.998202383518219,0.9813923835754395,False,,,,,1503.7711791992188,491.8218994140625,1481.8000946044922,303.58978271484375,189.51004805903284,2,0,True,1256.8118743896484,237.1033935546875,350.3406219482422,500.4525146484375,1431.9821853637695,487.32965087890625,1427.3781902552205,522.7566009525718,35.724859166713834,0.03436130288209436,1.0,610.8938294049349,0.32824883102090363,True,3.3366654909185014,6.660238675149487,169.88048541790326,0.00021613208497781687,False,False,False,VALID_TARGET,,True,2
37,37,37,1880.470588235294,17,1.0,0.9809949994087219,4,6,0.9990438520908356,0.9902654588222504,False,,,,,1509.7242889404297,481.7437744140625,1488.7664031982422,300.93602752685547,182.01833509075647,2,0,True,1279.99560546875,234.45767211914062,340.7601318359375,488.2082824707031,1450.3756713867188,478.5618133544922,1432.3897911832946,526.3931686113723,51.10117838564778,0.048118017473887865,1.0,595.369460521649,0.0913840624195074,True,11.705046736622863,7.454654386430656,169.88048541790326,0.04409990323401114,False,False,False,VALID_TARGET,,True,2
38,38,38,1931.2941176470586,17,1.0,0.9782177805900574,4,6,0.9987589418888092,0.9878835678100586,False,,,,,1511.6372528076172,480.2273254394531,1493.3362274169922,300.67650604248047,180.48109118817015,3,0,True,1281.1080780029297,233.3505401611328,376.16200256347656,484.47312927246094,1469.189079284668,475.5871047973633,1437.401392111369,530.0297362701727,63.043296055263966,0.05813552084340382,1.0,613.3612843664129,0.10590871459134506,True,2.4411161893197098,4.57718743237878,169.88048541790326,0.009048972863508815,False,False,False,VALID_TARGET,,True,2
39,39,39,1982.1176470588234,17,1.0,0.9673686623573303,4,6,0.9987676441669464,0.9922959506511688,False,,,,,1511.5790710449219,478.8790283203125,1494.9414367675781,299.5190887451172,180.12994975507087,3,0,True,1289.6871948242188,229.6101531982422,371.706787109375,468.60426330566406,1475.5405883789062,463.9122848510742,1454.106728538283,518.2108913790712,58.37592841702577,0.050481393907945614,1.0,598.1269858244304,0.0896765658781012,True,1.3495518659885741,1.9789673720009255,169.88048541790326,0.0020669909921406456,False,False,False,VALID_TARGET,,True,2
40,40,40,2032.941176470588,17,1.0,0.979132354259491,4,6,0.998532623052597,0.9978074431419373,False,,,,,1511.2180938720703,473.4661407470703,1500.310043334961,304.70152282714844,169.11676980174778,3,1,True,1303.2401885986328,224.7187957763672,292.53953552246094,493.48622131347656,1449.5099563598633,471.46190643310547,1470.8120649651974,506.39204648796965,40.91325598489902,0.0333025501962211,1.0,573.6793795056179,0.14391062198033988,True,5.424910727364977,7.461873725140687,169.88048541790326,0.06482898801607992,False,False,False,VALID_TARGET,,True,2
41,41,41,2083.764705882353,17,1.0,0.9836369156837463,4,6,0.9994388818740845,0.9978995621204376,False,,,,,1510.0713958740234,485.11822509765625,1498.7655029296875,304.9273681640625,180.5451969389705,3,0,True,1270.1830596923828,232.95034790039062,428.84446716308594,497.3177795410156,1484.6052932739258,481.60923767089844,1464.8723897911832,504.1191917012193,29.93468740953197,0.023877470627173193,1.0,656.6829911486952,0.4886000380731769,True,11.708372474938368,1.560964823347426,169.88048541790326,0.0672733369527934,False,False,False,VALID_TARGET,,True,2
42,42,42,2134.5882352941176,17,1.0,0.9760717153549194,4,6,0.9992049038410187,0.9972581565380096,False,,,,,1501.9168090820312,488.86474609375,1490.8910675048828,312.8426055908203,176.36711973766307,4,1,True,1277.4678955078125,239.03128051757812,420.455322265625,496.8572692871094,1487.695556640625,487.4599151611328,1458.9327146171695,502.93730721210903,32.66268124275593,0.02556326631653362,1.0,650.8838790943694,0.03413642267421204,True,8.974057350067735,11.165022023326538,169.88048541790326,0.024594215109695585,False,False,False,VALID_TARGET,,True,2
43,43,43,2185.4117647058824,17,1.0,0.9655353426933289,4,6,0.9992634356021881,0.9965753853321075,False,,,,,1489.7438507080078,496.2460021972656,1475.2112121582031,324.80902099609375,172.05184133449495,5,1,True,1259.8825073242188,242.63975524902344,419.295166015625,499.72840881347656,1469.5300903320312,492.5039596557617,1443.6380510440836,502.6645646376991,27.81430552948602,0.021882754613016496,1.0,652.3319084785901,0.008523812377028405,True,14.23600566315545,19.724425500996603,169.88048541790326,0.02540184879124054,False,False,False,VALID_TARGET,,True,2
44,44,44,2236.235294117647,17,1.0,0.9680927395820618,4,6,0.9987080097198486,0.9961101412773132,False,,,,,1476.6000061035156,507.0409851074219,1465.8467102050781,334.8828125,172.4936803717928,4,1,True,1299.0149841308594,253.5464324951172,337.6593933105469,489.6156768798828,1467.8446807861328,498.3542709350586,1428.3433874709976,503.4827923609291,39.83282447409367,0.0315457654702606,1.0,594.758250835911,0.33890683500844043,True,17.00859509241148,13.754096556817379,169.88048541790326,0.002600881650478786,False,False,False,VALID_TARGET,,True,2
45,45,45,2287.0588235294117,17,1.0,0.9562376141548157,4,6,0.9987967014312744,0.9937634766101837,False,,,,,1449.5534973144531,508.2201232910156,1446.6386108398438,344.23731994628906,164.00870817110635,2,1,True,1251.9060974121094,260.4782409667969,398.7023620605469,496.7874450683594,1451.2572784423828,508.87196350097656,1413.048723897912,504.3010200841593,38.48099744156264,0.03067790910113261,1.0,636.9939866986247,0.24862029184114026,True,27.072199846574048,21.364875164329764,169.88048541790326,0.04994671506744028,False,False,False,VALID_TARGET,,True,2
46,46,46,2337.882352941176,17,1.0,0.9820128083229065,4,6,0.9974866509437561,0.9932111501693726,False,,,,,1424.1187896728516,522.3167724609375,1436.9046478271484,347.96875,174.81622094297018,2,1,True,1288.8914184570312,263.7501983642578,318.037353515625,485.5157928466797,1447.9100952148438,506.50809478759766,1397.754060324826,505.11924780738934,50.17526015700477,0.04026816398979689,1.0,580.407911157974,0.33309344155363,True,29.07988773419877,10.424663360428365,169.88048541790326,0.06361832994106133,False,False,False,VALID_TARGET,,True,2
47,47,47,2388.705882352941,17,1.0,0.9916071891784668,4,6,0.9991094172000885,0.9965627491474152,False,,,,,1419.8761596679688,525.11669921875,1417.9573211669922,351.9668884277344,173.1604427060561,3,0,True,1291.7940673828125,270.5279846191406,270.7073974609375,486.4859313964844,1427.1477661132812,513.7709503173828,1382.45939675174,505.9374755306195,45.36974414109459,0.036655959809890476,1.0,556.7324819756602,0.13936520798179153,True,5.0832567520681415,19.364562955408886,169.88048541790326,0.009746724191662663,False,False,False,VALID_TARGET,,True,2
