transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
50,,-2200.0,phase_1,phase_2,0.5065883957820884,0.5844281109120631,"{'bilateral_limb_relationship': {'score': 0.9459171007547743, 'fraction': 0.6531919780693752}, 'hip_knee_ankle_chain': {'score': 0.35137661848215745, 'fraction': 0.24263900958186602}, 'upper_body': {'score': 0.10533612185266045, 'fraction': 0.07273862555206452}, 'trunk_pelvis': {'score': 0.04551577691171903, 'fraction': 0.031430386796694236}}","['bilateral_limb_relationship', 'hip_knee_ankle_chain', 'upper_body']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
103,,-433.3333333333335,phase_2,phase_3,1.0990207164182437,1.0205712021591933,"{'upper_body': {'score': 0.9049436283554991, 'fraction': 0.7888731064235427}, 'trunk_pelvis': {'score': 0.24219096272997595, 'fraction': 0.21112689357645728}}","['upper_body', 'trunk_pelvis']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
