transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
150,,-2900.0,phase_1,phase_2,0.5829217001069769,0.8914232365776249,"{'movement_path': {'score': 0.5942907988476481, 'fraction': 0.3296520519401646}, 'trunk_pelvis': {'score': 0.45541840023079144, 'fraction': 0.25261977876570596}, 'bilateral_limb_relationship': {'score': 0.33049575526792474, 'fraction': 0.18332540919839452}, 'upper_body': {'score': 0.310545622777662, 'fraction': 0.17225910609451756}, 'hip_knee_ankle_chain': {'score': 0.11203146336367621, 'fraction': 0.06214365400121725}}","['movement_path', 'trunk_pelvis', 'bilateral_limb_relationship']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
178,,-1966.666666666666,phase_2,phase_3,0.8038638957475487,0.7281376118531115,"{'bilateral_limb_relationship': {'score': 2.417341219391795, 'fraction': 0.43222062860063953}, 'movement_path': {'score': 2.1350677670106193, 'fraction': 0.381750133146067}, 'hip_knee_ankle_chain': {'score': 0.544790233255919, 'fraction': 0.09740849789199668}, 'upper_body': {'score': 0.2948393707684379, 'fraction': 0.052717281758763945}, 'trunk_pelvis': {'score': 0.20080233254859806, 'fraction': 0.0359034586025329}}","['bilateral_limb_relationship', 'movement_path', 'hip_knee_ankle_chain']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
204,6800.0,-1100.0,phase_3,phase_4,0.5302350228481847,0.8594052636068319,"{'movement_path': {'score': 2.5823956333447504, 'fraction': 0.6517107629391489}, 'bilateral_limb_relationship': {'score': 0.3823196221627059, 'fraction': 0.09648475602615032}, 'hip_knee_ankle_chain': {'score': 0.35121392314607763, 'fraction': 0.08863471222336326}, 'trunk_pelvis': {'score': 0.3499092877508692, 'fraction': 0.08830546564402815}, 'upper_body': {'score': 0.29664885189368684, 'fraction': 0.07486430316730935}}","['movement_path', 'bilateral_limb_relationship', 'hip_knee_ankle_chain']",LOCAL_RESTANDARDIZED_PHASE_REVIEW,1.0,phase_3,178.0,237.0,phase_3,178.0,237.0,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
