transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
35,,-3266.666666666667,phase_1,phase_2,0.5108142260212734,1.0401510240426857,"{'trunk_pelvis': {'score': 1.0397463024029963, 'fraction': 0.4014952931717882}, 'movement_path': {'score': 0.6424621013216945, 'fraction': 0.24808504644428103}, 'bilateral_limb_relationship': {'score': 0.6141355374021858, 'fraction': 0.2371468184754698}, 'hip_knee_ankle_chain': {'score': 0.1773240851253258, 'fraction': 0.06847322792037913}, 'upper_body': {'score': 0.11601688434553872, 'fraction': 0.044799613988081716}}","['trunk_pelvis', 'movement_path', 'bilateral_limb_relationship']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
108,,-833.3333333333339,phase_2,phase_3,1.164030459107576,1.0973094345602112,"{'movement_path': {'score': 2.2677511117737494, 'fraction': 0.30770941082141473}, 'trunk_pelvis': {'score': 2.150140267236564, 'fraction': 0.291750885438777}, 'bilateral_limb_relationship': {'score': 1.597100356109325, 'fraction': 0.21670932363326417}, 'upper_body': {'score': 0.7302049429637162, 'fraction': 0.09908094923278643}, 'hip_knee_ankle_chain': {'score': 0.6245847846288268, 'fraction': 0.08474943087375769}}","['movement_path', 'trunk_pelvis', 'bilateral_limb_relationship']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
124,,-300.0,phase_3,phase_4,0.6748046213185969,1.3521778214352536,"{'movement_path': {'score': 2.4810974517726336, 'fraction': 0.7237823871518027}, 'trunk_pelvis': {'score': 0.8298072698925565, 'fraction': 0.24207025252057424}, 'upper_body': {'score': 0.11705580323255119, 'fraction': 0.0341473603276231}}","['movement_path', 'trunk_pelvis', 'upper_body']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
