transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
46,,-3233.3333333333335,phase_1,phase_2,0.9502586125760658,0.7101204151384731,"{'bilateral_limb_relationship': {'score': 1.1072064523878036, 'fraction': 0.36936309737857204}, 'hip_knee_ankle_chain': {'score': 0.6702841700780894, 'fraction': 0.2236062088059015}, 'trunk_pelvis': {'score': 0.5765986606435998, 'fraction': 0.19235280536918425}, 'upper_body': {'score': 0.4086803184340406, 'fraction': 0.1363353942969861}, 'movement_path': {'score': 0.23484023074838165, 'fraction': 0.07834249414935608}}","['bilateral_limb_relationship', 'hip_knee_ankle_chain', 'trunk_pelvis']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
64,,-2633.3333333333335,phase_2,phase_3,0.8526951438066316,0.6441510993043795,"{'movement_path': {'score': 2.646323669184577, 'fraction': 0.46571279191620224}, 'bilateral_limb_relationship': {'score': 1.1786521257914455, 'fraction': 0.20742488101217033}, 'hip_knee_ankle_chain': {'score': 0.7254734576988242, 'fraction': 0.12767231513676752}, 'upper_body': {'score': 0.6073502770990433, 'fraction': 0.10688442858013304}, 'trunk_pelvis': {'score': 0.5245087836742446, 'fraction': 0.09230558335472694}}","['movement_path', 'bilateral_limb_relationship', 'hip_knee_ankle_chain']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
76,,-2233.333333333334,phase_3,phase_4,0.8282318670355341,1.1604606142376919,"{'bilateral_limb_relationship': {'score': 0.7388268679535744, 'fraction': 0.33944823303964067}, 'hip_knee_ankle_chain': {'score': 0.5614679727274288, 'fraction': 0.2579620740899353}, 'movement_path': {'score': 0.4247526300920668, 'fraction': 0.19514927788569825}, 'upper_body': {'score': 0.22947738864011738, 'fraction': 0.10543159361840299}, 'trunk_pelvis': {'score': 0.22202754546350703, 'fraction': 0.1020088213663228}}","['bilateral_limb_relationship', 'hip_knee_ankle_chain', 'movement_path']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
