transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
40,,-2300.0,phase_1,phase_2,0.838087036211134,2.226964569427197,"{'upper_body': {'score': 0.7465612593702879, 'fraction': 0.36157716554552877}, 'trunk_pelvis': {'score': 0.6044072360905858, 'fraction': 0.29272863079605277}, 'hip_knee_ankle_chain': {'score': 0.36330269001350024, 'fraction': 0.17595603206218996}, 'bilateral_limb_relationship': {'score': 0.3504644519210772, 'fraction': 0.16973817159622845}}","['upper_body', 'trunk_pelvis', 'hip_knee_ankle_chain']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
77,2566.666666666667,-1066.6666666666665,phase_2,phase_3,0.5473418661315596,0.7056469760310111,"{'movement_path': {'score': 1.6574384929201473, 'fraction': 0.42377665288247635}, 'bilateral_limb_relationship': {'score': 1.0644205914028424, 'fraction': 0.27215284151459285}, 'upper_body': {'score': 0.5298970991310096, 'fraction': 0.1354849787796571}, 'hip_knee_ankle_chain': {'score': 0.44791002955173326, 'fraction': 0.11452238736262384}, 'trunk_pelvis': {'score': 0.21144706245778314, 'fraction': 0.05406313946064986}}","['movement_path', 'bilateral_limb_relationship', 'upper_body']",LOCAL_RESTANDARDIZED_PHASE_REVIEW,1.0,phase_2,40.0,109.0,phase_2,40.0,109.0,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
96,3200.0,-433.3333333333335,phase_3,phase_4,0.5794253259722257,1.2950602434476048,"{'bilateral_limb_relationship': {'score': 0.5453392330393304, 'fraction': 0.345283702154472}, 'trunk_pelvis': {'score': 0.45657814109458944, 'fraction': 0.289084264121846}, 'upper_body': {'score': 0.22860319540427745, 'fraction': 0.14474102146221043}, 'movement_path': {'score': 0.20481107049622677, 'fraction': 0.1296769430452063}, 'hip_knee_ankle_chain': {'score': 0.14406301322192386, 'fraction': 0.0912140692162653}}","['bilateral_limb_relationship', 'trunk_pelvis', 'upper_body']",LOCAL_RESTANDARDIZED_PHASE_REVIEW,1.0,phase_2,40.0,109.0,phase_2,40.0,109.0,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
