transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
17,,-3600.0000000000005,phase_1,phase_2,0.5701937923177635,1.188793014142329,"{'movement_path': {'score': 1.25848964060158, 'fraction': 0.3955328033106018}, 'bilateral_limb_relationship': {'score': 0.6097169329325685, 'fraction': 0.19162894943933018}, 'hip_knee_ankle_chain': {'score': 0.49414649885013606, 'fraction': 0.15530612539876318}, 'upper_body': {'score': 0.43008727477393127, 'fraction': 0.13517284526731013}, 'trunk_pelvis': {'score': 0.3893176007744119, 'fraction': 0.12235927658399473}}","['movement_path', 'bilateral_limb_relationship', 'hip_knee_ankle_chain']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
