transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
10,,-1533.3333333333335,phase_1,phase_2,0.7411345733120813,0.6569970143581149,"{'bilateral_limb_relationship': {'score': 1.5698591093948544, 'fraction': 0.3552619462607138}, 'movement_path': {'score': 1.1984682861133085, 'fraction': 0.2712155334885312}, 'upper_body': {'score': 0.7364338084756822, 'fraction': 0.16665629834266588}, 'trunk_pelvis': {'score': 0.6340448142453108, 'fraction': 0.1434854843834562}, 'hip_knee_ankle_chain': {'score': 0.2800717307622662, 'fraction': 0.06338073752463295}}","['bilateral_limb_relationship', 'movement_path', 'upper_body']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
