transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
20,,-1733.3333333333335,phase_1,phase_2,0.5029090621599163,0.8887839036404941,"{'movement_path': {'score': 1.0556419963922155, 'fraction': 0.4796923272420734}, 'upper_body': {'score': 0.393967264406089, 'fraction': 0.1790219360029467}, 'trunk_pelvis': {'score': 0.38266370952928086, 'fraction': 0.17388550853653698}, 'hip_knee_ankle_chain': {'score': 0.23564076154170774, 'fraction': 0.10707708265050775}, 'bilateral_limb_relationship': {'score': 0.13275102018435636, 'fraction': 0.06032314556793522}}","['movement_path', 'upper_body', 'trunk_pelvis']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
33,1100.0,-1300.0,phase_2,phase_3,0.6341953816861332,1.1783160074880379,"{'movement_path': {'score': 0.9697725823007491, 'fraction': 0.4844188299262183}, 'upper_body': {'score': 0.42726701456740973, 'fraction': 0.21342755099527544}, 'bilateral_limb_relationship': {'score': 0.29042557157781007, 'fraction': 0.14507279142765597}, 'trunk_pelvis': {'score': 0.19156902339336643, 'fraction': 0.0956921693353706}, 'hip_knee_ankle_chain': {'score': 0.12289579599465326, 'fraction': 0.06138865831547976}}","['movement_path', 'upper_body', 'bilateral_limb_relationship']",LOCAL_RESTANDARDIZED_PHASE_REVIEW,1.0,phase_2,20.0,59.0,phase_2,20.0,59.0,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
60,,-400.0,phase_3,phase_4,0.7675360585827873,1.2813961540554848,"{'bilateral_limb_relationship': {'score': 2.098499658015315, 'fraction': 0.4470006441099401}, 'hip_knee_ankle_chain': {'score': 1.3315804258254713, 'fraction': 0.28363945915107225}, 'movement_path': {'score': 1.06621960997955, 'fraction': 0.22711504888890943}, 'trunk_pelvis': {'score': 0.10683190857255496, 'fraction': 0.022756225744916366}, 'upper_body': {'score': 0.09149174025085569, 'fraction': 0.019488622105161838}}","['bilateral_limb_relationship', 'hip_knee_ankle_chain', 'movement_path']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
