transition_frame,transition_timestamp,movement_end_relative_ms,from_phase_id,to_phase_id,change_score,sustained_shift_score,feature_family_contributions,dominant_feature_families,boundary_source,refinement_depth,parent_phase_id,parent_phase_start_frame,parent_phase_end_frame,local_parent_phase_id,local_parent_phase_start_frame,local_parent_phase_end_frame,evidence
17,,-3833.3333333333335,phase_1,phase_2,1.0677485582998885,0.9563720453632354,"{'bilateral_limb_relationship': {'score': 1.8949237814135647, 'fraction': 0.46545035487159386}, 'trunk_pelvis': {'score': 1.1919260355823313, 'fraction': 0.2927729345549902}, 'hip_knee_ankle_chain': {'score': 0.7573983402979164, 'fraction': 0.18603984483631422}, 'upper_body': {'score': 0.22691380784493367, 'fraction': 0.05573686573710177}}","['bilateral_limb_relationship', 'trunk_pelvis', 'hip_knee_ankle_chain']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
30,,-3400.0,phase_2,phase_3,0.533884276619075,1.0358693608435174,"{'trunk_pelvis': {'score': 0.6876153729688407, 'fraction': 0.3215494686648148}, 'upper_body': {'score': 0.5758720256870699, 'fraction': 0.26929494475830884}, 'bilateral_limb_relationship': {'score': 0.5273411393166426, 'fraction': 0.2466004540012639}, 'hip_knee_ankle_chain': {'score': 0.34761496754483695, 'fraction': 0.16255513257561255}}","['trunk_pelvis', 'upper_body', 'bilateral_limb_relationship']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
59,,-2433.3333333333335,phase_3,phase_4,0.6477150657655474,1.383540281604825,"{'trunk_pelvis': {'score': 1.0438802162516778, 'fraction': 0.3313829648102153}, 'movement_path': {'score': 0.7339624566161621, 'fraction': 0.23299862488649006}, 'bilateral_limb_relationship': {'score': 0.6884086241308298, 'fraction': 0.2185374215487522}, 'upper_body': {'score': 0.473750229294509, 'fraction': 0.15039345809891563}, 'hip_knee_ankle_chain': {'score': 0.21007052659437214, 'fraction': 0.06668753065562692}}","['trunk_pelvis', 'movement_path', 'bilateral_limb_relationship']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
80,2666.6666666666665,-1733.3333333333335,phase_4,phase_5,0.5873115154164616,1.4114168371282747,"{'trunk_pelvis': {'score': 0.6098297066916171, 'fraction': 0.3113567038812822}, 'hip_knee_ankle_chain': {'score': 0.4263746910576131, 'fraction': 0.21769129474899573}, 'bilateral_limb_relationship': {'score': 0.38501635604322737, 'fraction': 0.1965752442732704}, 'upper_body': {'score': 0.3153883278289743, 'fraction': 0.16102572426029138}, 'movement_path': {'score': 0.2220116870649561, 'fraction': 0.1133510328361602}}","['trunk_pelvis', 'hip_knee_ankle_chain', 'bilateral_limb_relationship']",LOCAL_RESTANDARDIZED_PHASE_REVIEW,1.0,phase_4,59.0,107.0,phase_4,59.0,107.0,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
108,,-800.0,phase_5,phase_6,0.8196451898596946,0.9736663091597281,"{'trunk_pelvis': {'score': 0.6574420226173591, 'fraction': 0.40953378858270134}, 'hip_knee_ankle_chain': {'score': 0.31982519540676174, 'fraction': 0.19922551259758117}, 'bilateral_limb_relationship': {'score': 0.30181756221125283, 'fraction': 0.18800819762187482}, 'upper_body': {'score': 0.18230180218344313, 'fraction': 0.1135594396847555}, 'movement_path': {'score': 0.1439559825807868, 'fraction': 0.08967306151308731}}","['trunk_pelvis', 'hip_knee_ankle_chain', 'bilateral_limb_relationship']",GLOBAL_MOVEMENT_SEGMENTATION,,,,,,,,This transition was selected from a sustained multivariate movement-change peak inside the human Movement Window.
