start_frame,end_frame,frame_count,reason,note,view_id,annotation_source,annotation_session_id,annotator_id
100,109,10,PLAYER_OVERLAP,,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01
