start_frame,end_frame,frame_count,reason,note,view_id,annotation_source,annotation_session_id,annotator_id
62,88,27,TARGET_NOT_VISIBLE,,imported_mary_fowler_2025_04_13_view_02,human_ui,c8cdaa08-3c0d-477e-a890-f0ffe8525515,researcher_01
