start_frame,end_frame,frame_count,reason,note,view_id,annotation_source,annotation_session_id,annotator_id
12,16,5,CANNOT_JUDGE,,imported_carmen_menayo_2024_06_15_view_01,human_ui,9c46f957-b2a1-4edc-ac39-f862bc435689,researcher_01
