start_frame,end_frame,frame_count,reason,note,view_id,annotation_source,annotation_session_id,annotator_id
67,75,9,CANNOT_JUDGE,,imported_jordyn_huitema_2026_07_18_view_01,human_ui,c92481c7-fd04-4c7a-96c0-35d633fd01cd,researcher_01
81,82,2,CANNOT_JUDGE,,imported_jordyn_huitema_2026_07_18_view_01,human_ui,c92481c7-fd04-4c7a-96c0-35d633fd01cd,researcher_01
84,85,2,CANNOT_JUDGE,,imported_jordyn_huitema_2026_07_18_view_01,human_ui,c92481c7-fd04-4c7a-96c0-35d633fd01cd,researcher_01
87,89,3,CANNOT_JUDGE,,imported_jordyn_huitema_2026_07_18_view_01,human_ui,c92481c7-fd04-4c7a-96c0-35d633fd01cd,researcher_01
