start_frame,end_frame,frame_count,reason,note,view_id,annotation_source,annotation_session_id,annotator_id
34,49,16,TARGET_PARTIALLY_OCCLUDED,,imported_delphine_cascarino_out_of_world_cup_injury_vs_psg_21_5_23_00m07s579_00m09s769_view_01,human_ui,4184163f-66bb-4ddf-9c50-64cbb901e596,researcher_01
