start_frame,end_frame,frame_count,reason,note,view_id,annotation_source,annotation_session_id,annotator_id
103,103,1,CANNOT_JUDGE,,imported_alex_pfeiffer_2024_06_28_view_02,human_ui,f7c78c2e-f26a-4d53-8aec-9be97a32d710,researcher_01
